Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
3130	-11622.42	-11676.93	54.51382	0.6045124	0.007625584	0.03145014	0.05695589	0.006486813	0.05295608	0.003871838	0.02890605	0.005361089	0.01160378	0.007030273	0.00853064	0.04829112	0.04119904	0.03899642	0.03246512	0.08339054	0.01607859	7.676756e-05	0.1141533	0.06328939	0.02076376	0.0005458375	0.01521601	0.04745088	0.01212573	0.0009174441	0.0593924	0.0196893	0.1008596	0.02958828	0.1044501	0.0150092	0.07044394	0.07061822	0.04952844	0.04107866	0.185089	0.009984789	0.06328524	0.01023533	0.006843565	0.005040263	0.04886307	0.007942935	0.006038306	0.02273538	0.04364747	0.002678152	0.01982521	0.01453866	0.0577855	0.0287779	0.03506875	0.01454465	0.0304574	0.003407983	0.006074252	0.01956501	0.01367567	0.01426211	0.02367045	0.01677389	0.004100286	0.005987983	0.003397658	0.1252161	0.0197507	0.00587715	0.04204954	0.09088656	0.01612982	0.008045278	0.009259239	0.007066001	0.01611161	0.04851651	0.005424135	0.01929712	0.03643239	0.0003275295	0.04769625	0.01149494	0.02931918	0.01381145	0.02093371	0.01470753	0.05263411	0.01545381	0.05770627	0.001636864	0.01622896	0.02401537	0.09704127	0.0386899	0.004404573	0.004449754	0.01303899	0.167445	0.187804	0.150053	0.156779	0.17412	0.163798	0.004169184	0.257705	0.236564	0.254659	0.251072	0.0540401	0.314771	0.883604	2.74759	2.954346
3140	-11639.7	-11693.83	54.1304	0.5822459	0.003542238	0.02772194	0.05712608	0.003998995	0.0445456	0.004460388	0.0321913	0.001370621	0.01333005	0.01996961	0.00717585	0.05081286	0.02222224	0.03199316	0.02903398	0.07536743	0.007567841	8.724024e-05	0.09895158	0.049394	0.01838029	0.0006985188	0.01844034	0.02062662	0.00857827	0.002559399	0.04201383	0.02295442	0.08089375	0.02115168	0.1111955	0.01047555	0.0977125	0.06956771	0.04173661	0.02968202	0.1943934	0.005567653	0.05229882	0.006460072	0.009065774	0.005310052	0.0658646	0.003144187	0.006682407	0.03743102	0.04558244	0.001670194	0.01514022	0.009736793	0.06904625	0.03535382	0.04257958	0.01214681	0.01655077	0.007667267	0.01170206	0.01441097	0.01017813	0.01915246	0.0187536	0.02374905	0.002173732	0.009882107	0.004104267	0.1428751	0.02714675	0.00353011	0.04586776	0.1183193	0.02602678	0.02231443	0.01462294	0.009408432	0.01907406	0.05890883	0.01324565	0.02747737	0.02153065	0.0001699191	0.05690767	0.007396868	0.02279892	0.02417157	0.01959285	0.02571941	0.05925312	0.01009454	0.04977156	0.001650541	0.03163838	0.02438848	0.09892049	0.03866735	0.006400967	0.005323276	0.01176708	0.166726	0.187967	0.150183	0.156915	0.174271	0.16394	0.004169184	0.258262	0.236386	0.254468	0.250884	0.0494681	0.302258	0.871984	2.77629	2.97831
3150	-11637.88	-11688.36	50.47505	0.652483	0.007101609	0.03587687	0.04619764	0.01024584	0.03349066	0.003471294	0.03616621	0.0010462	0.02091691	0.01439453	0.009163767	0.05064211	0.03126091	0.03976742	0.02622551	0.09369835	0.007612159	8.450304e-05	0.1078784	0.07056651	0.01840463	0.0003818617	0.01744402	0.03964348	0.009697076	0.001107603	0.07755246	0.01921658	0.07541817	0.03746346	0.1134073	0.00607909	0.07367819	0.09811778	0.03340984	0.04043007	0.1966159	0.003177687	0.06869489	0.01934585	0.01433038	0.00608003	0.06341574	0.009356131	0.004076516	0.04915239	0.07104794	0.001223828	0.02093265	0.008189206	0.05474624	0.04082882	0.06118253	0.01284159	0.02011994	0.007109012	0.005469538	0.009714942	0.01684645	0.02143845	0.01489357	0.01747774	0.00381343	0.008600546	0.01043083	0.1879019	0.01674234	0.004589564	0.04713107	0.1044482	0.01212256	0.02379251	0.01347962	0.009085021	0.01570764	0.05490431	0.006108959	0.03050804	0.02597917	0.001382458	0.05378077	0.01679038	0.02759594	0.02118761	0.02780467	0.02558367	0.05835241	0.02336224	0.06452946	0.001863687	0.02581096	0.02718009	0.08487569	0.02555939	0.003546958	0.002678471	0.01397136	0.166432	0.187635	0.149918	0.1584	0.173964	0.163651	0.004169184	0.258262	0.236386	0.254468	0.250884	0.0640824	0.34022	0.905902	2.6898	3.206769
3160	-11640.98	-11691.04	50.06475	0.652483	0.006377256	0.04049397	0.04806919	0.01618296	0.06548483	0.004132705	0.04402482	0.001180257	0.01286604	0.009155801	0.012778	0.05148932	0.02556502	0.03851452	0.02654828	0.09083459	0.01846562	0.0001790845	0.09776189	0.07497324	0.02351777	0.0008584661	0.0182288	0.04619007	0.02263637	0.001300851	0.07276888	0.02572385	0.1260062	0.03681918	0.1280867	0.005440645	0.06997482	0.07294852	0.05625175	0.05236457	0.1454044	0.009809261	0.07557272	0.0145847	0.007343657	0.004478278	0.05533801	0.003597448	0.004370235	0.02007795	0.0700944	0.0008215687	0.02366011	0.01549389	0.06157928	0.03848749	0.046314	0.005600283	0.0195831	0.01325138	0.004548148	0.02669635	0.01837431	0.01314413	0.01199342	0.02516698	0.003833996	0.007107487	0.003703936	0.1702546	0.01732349	0.004832291	0.04474041	0.09220906	0.01914345	0.02178254	0.01041927	0.005424481	0.01961176	0.06916552	0.01256725	0.01989227	0.02679877	0.001788558	0.06657137	0.01158789	0.02495013	0.02957565	0.02270751	0.02235551	0.04448151	0.01682721	0.05518523	0.01209394	0.01518845	0.02087577	0.1061914	0.02344589	0.002982853	0.004938404	0.02227442	0.161077	0.196364	0.156892	0.165768	0.154516	0.165383	0.004169184	0.246515	0.24013	0.258498	0.254857	0.0640824	0.34022	0.905902	2.6898	3.232413
3170	-11632.49	-11684.4	51.91146	0.6260083	0.009470897	0.03331298	0.05913358	0.008702547	0.04487365	0.003088967	0.0297489	0.002538797	0.01761908	0.009071515	0.004184117	0.05732738	0.02877791	0.0391515	0.02302475	0.08269717	0.02297314	9.910723e-05	0.1316273	0.07497324	0.03139953	0.0005797232	0.01413188	0.04140995	0.01495284	0.002906808	0.06602718	0.02289335	0.08830282	0.03117118	0.1125676	0.007065915	0.0888067	0.0666785	0.03571817	0.04100311	0.1976774	0.005137402	0.07289199	0.01011153	0.007868657	0.005825523	0.06400474	0.007343886	0.00801163	0.02405377	0.05815522	0.00192126	0.01589704	0.01207567	0.05774111	0.04649284	0.04849851	0.01092534	0.008018205	0.01009902	0.005522121	0.01359605	0.02340213	0.02216458	0.02507184	0.01881985	0.008436325	0.006315144	0.006898575	0.1516608	0.02105063	0.005387698	0.03900265	0.08401822	0.01567792	0.02646927	0.01232616	0.009127061	0.009955414	0.0575257	0.008773085	0.03581711	0.02009771	0.0009698535	0.05393345	0.02313133	0.01572157	0.03016178	0.008944871	0.02725157	0.05082543	0.01677453	0.05565774	0.004115737	0.01389612	0.01982584	0.09089131	0.03334647	0.004733839	0.003325534	0.01560782	0.165284	0.201493	0.160991	0.157047	0.145482	0.169703	0.01303746	0.252256	0.249237	0.233985	0.264523	0.0585127	0.326424	0.894029	2.72103	3.116993
3180	-11622.93	-11674.87	51.93728	0.6801984	0.008650498	0.03194543	0.04503247	0.008900227	0.06697885	0.006487151	0.03899415	0.002302982	0.01787275	0.009996125	0.006160134	0.06235366	0.02701507	0.0295855	0.04152318	0.09874504	0.01383658	0.0001660922	0.1471419	0.05821445	0.01973488	0.0006671185	0.02362871	0.04181863	0.01030967	0.001040292	0.07616176	0.01704685	0.08888408	0.03921377	0.09856304	0.009790438	0.0777768	0.06829851	0.05345872	0.03935243	0.1908383	0.008189351	0.06039298	0.0131796	0.006093566	0.003116838	0.05867408	0.008140322	0.002556534	0.0236876	0.05354994	0.0009950183	0.008192166	0.01794886	0.05598567	0.02574105	0.04508523	0.01520518	0.01379248	0.004174601	0.006459733	0.01484373	0.01926226	0.02500939	0.02437806	0.01905414	0.01226537	0.006205542	0.005302812	0.1558838	0.01731193	0.01231199	0.04349078	0.1056162	0.01086299	0.03861764	0.01586036	0.01021966	0.009191857	0.04833606	0.006587306	0.02376003	0.02145986	0.001507368	0.0589757	0.006196762	0.01466618	0.02186811	0.01376102	0.02176404	0.0729631	0.01831782	0.05488489	0.00915177	0.01897661	0.01947996	0.07544822	0.03192193	0.007269908	0.004110678	0.008636625	0.163622	0.193463	0.159372	0.172339	0.144019	0.167186	0.01303746	0.258852	0.248488	0.233281	0.259379	0.0699646	0.354035	0.917304	2.6587	3.115379
3190	-11624.58	-11677.58	53.00305	0.7189455	0.01022403	0.04940718	0.04503247	0.003125981	0.04884099	0.002336182	0.02577034	0.004210964	0.01250471	0.01089841	0.006146616	0.05620842	0.02409866	0.03762787	0.02695445	0.08268426	0.01514894	0.0002980292	0.09438226	0.06470567	0.01670116	0.0006382744	0.01570563	0.03585951	0.01579976	0.001317119	0.07152649	0.01058089	0.0971797	0.02992525	0.08903934	0.01235631	0.07130489	0.07041932	0.04837628	0.04263009	0.1660721	0.003797584	0.07624694	0.006914113	0.005760425	0.004321302	0.04408852	0.01207728	0.001938401	0.03675123	0.06870917	0.001298442	0.01640051	0.01200889	0.061361	0.03395112	0.04112568	0.01260887	0.02029956	0.001877324	0.008400509	0.01811181	0.01987898	0.02145591	0.02212512	0.02667141	0.005822196	0.01126478	0.01221265	0.1714959	0.01809615	0.005132089	0.04130476	0.09137627	0.0140781	0.01971827	0.01595977	0.01040658	0.008568226	0.04259736	0.0104324	0.02216959	0.03311511	0.0007788451	0.05257321	0.01000493	0.02677248	0.01973731	0.02126256	0.01739857	0.072365	0.0279491	0.0693915	0.01429638	0.02359978	0.01795928	0.0933813	0.0255343	0.007787597	0.004860031	0.01514773	0.154933	0.183189	0.173398	0.163187	0.13637	0.188923	0.01303746	0.270158	0.258063	0.242271	0.229508	0.0782388	0.372334	0.931692	2.61774	3.048769
3200	-11634.27	-11688.68	54.40494	0.6814333	0.008380183	0.03558536	0.04472858	0.003708577	0.06792257	0.002110085	0.0445228	0.00405116	0.01781622	0.01890775	0.004839325	0.04856242	0.02326417	0.04437534	0.03335954	0.08785799	0.01316054	0.000567999	0.1101627	0.06352222	0.01774463	0.001909011	0.01967312	0.03992623	0.01508712	0.001160246	0.06667902	0.006009057	0.08137332	0.02759297	0.1003574	0.01599685	0.05565294	0.07013835	0.05048644	0.0459753	0.1521897	0.004011296	0.07183741	0.00818241	0.008869536	0.006135031	0.04261514	0.005550614	0.003345082	0.03405856	0.06385769	0.001406389	0.02006357	0.00951145	0.06325112	0.02998452	0.05045558	0.02658212	0.01115866	0.003118744	0.02055765	0.01319253	0.01580199	0.01995844	0.02486716	0.01947481	0.00474724	0.01232567	0.01000069	0.1321826	0.01730256	0.01288807	0.03230069	0.08079229	0.02294979	0.02024628	0.01704092	0.004815114	0.0141554	0.05425356	0.008815065	0.03218011	0.01964192	0.0004114688	0.0497909	0.00817763	0.01613894	0.01819257	0.0211018	0.008623036	0.05508512	0.01341769	0.05370491	0.003464018	0.04250141	0.02880068	0.08832229	0.01859343	0.006747111	0.001787767	0.006447415	0.15691	0.185527	0.175611	0.165269	0.138111	0.178571	0.01625731	0.261822	0.2501	0.234795	0.253283	0.0702276	0.354637	0.917789	2.65735	2.961151
3210	-11628.18	-11679.4	51.22706	0.614772	0.01035565	0.02614689	0.05431184	0.004552834	0.04474032	0.0004167562	0.03426463	0.003316466	0.01941849	0.01669303	0.005251367	0.05125854	0.02982422	0.02962642	0.0374057	0.116665	0.01387484	0.001459234	0.1109674	0.07353186	0.03199868	0.004256289	0.01349725	0.04498079	0.01061158	0.00138248	0.06575505	0.01135388	0.104495	0.03392798	0.08572784	0.005968412	0.08710824	0.07529131	0.04560693	0.04494257	0.1764632	0.01209591	0.04927741	0.002167346	0.009332495	0.003010232	0.03900452	0.003208535	0.005469606	0.02356334	0.08275156	0.003611151	0.01888256	0.01712369	0.08073696	0.04672912	0.03884298	0.01267647	0.01219258	0.003025756	0.01471519	0.01187558	0.007457047	0.02842231	0.01846914	0.02628224	0.007201588	0.01658065	0.00798623	0.1645738	0.01365899	0.007015928	0.05211555	0.09930469	0.0222433	0.01529845	0.02247867	0.008245876	0.008717088	0.05292545	0.006374284	0.03857288	0.02966052	0.0007062308	0.05271685	0.009581543	0.03057612	0.02181765	0.01674736	0.008616505	0.05661277	0.0165621	0.0527281	0.00565602	0.02490479	0.016516	0.123443	0.03231057	0.006922563	0.002960803	0.009062526	0.1587	0.187643	0.153248	0.167155	0.152645	0.180609	0.002559706	0.257832	0.246289	0.246456	0.249423	0.0561684	0.320384	0.888672	2.73478	3.159768
3220	-11639.2	-11693.22	54.02462	0.666393	0.008254248	0.03643927	0.03845069	0.01176613	0.04713986	0.0004343809	0.03350684	0.003665453	0.01813288	0.01061168	0.007585004	0.04511893	0.0308921	0.02077024	0.02730254	0.07556894	0.01244214	0.003660479	0.1196962	0.06357285	0.01817336	0.001103785	0.01415465	0.03879042	0.008376168	0.004128683	0.0479871	0.01255065	0.08587848	0.02403349	0.1161144	0.01005918	0.0772462	0.06178692	0.03452303	0.04163088	0.1537787	0.00943018	0.0583224	0.008204176	0.01297328	0.002720226	0.06009559	0.005982716	0.006630631	0.03661074	0.08890637	0.002617504	0.01513312	0.01397982	0.04768848	0.03461808	0.04659118	0.03207252	0.01385757	0.003619617	0.01525928	0.01318982	0.01800329	0.02353067	0.01565575	0.01746177	0.009858769	0.01664044	0.01057125	0.1781973	0.02634751	0.007685145	0.03069315	0.07517391	0.02312811	0.02162608	0.009314144	0.01271458	0.01072734	0.0495532	0.004537317	0.04512576	0.02459329	0.001032078	0.03673369	0.0156555	0.03452136	0.02345129	0.005251702	0.01298553	0.05807145	0.01879384	0.04745242	0.006852214	0.02554539	0.01741707	0.1113238	0.02901117	0.002601477	0.004085937	0.009165835	0.156418	0.184945	0.165423	0.164751	0.15045	0.178012	0.002559706	0.257062	0.247889	0.245721	0.249329	0.0670293	0.347232	0.911748	2.67399	2.984921
3230	-11637.53	-11689.96	52.43784	0.6821304	0.01156181	0.0290101	0.05414926	0.009908218	0.06070318	0.0005468274	0.05208801	0.004158425	0.0150621	0.01594729	0.006683237	0.05574633	0.02125016	0.0220715	0.02419458	0.0980197	0.009445976	0.002607394	0.09921546	0.05624272	0.02263956	0.002460498	0.02219313	0.03914705	0.009575391	0.001379408	0.08692976	0.01335318	0.0684347	0.04012979	0.09441427	0.01313024	0.06514024	0.07586502	0.03585722	0.04857494	0.1768486	0.01792144	0.05625612	0.008457417	0.009029303	0.0043967	0.05534111	0.00477798	0.002195008	0.04658655	0.07991587	0.002437359	0.01344038	0.0134943	0.07849661	0.03298635	0.0412286	0.01339079	0.01259657	0.003134794	0.0173284	0.01566732	0.02232479	0.02156696	0.01813466	0.030971	0.008287623	0.004552719	0.005322742	0.150609	0.02507334	0.009264192	0.04154888	0.1061732	0.03071751	0.01868709	0.009109921	0.01155641	0.005267466	0.05297317	0.00550266	0.04997339	0.02697604	0.0003933005	0.07093102	0.006630041	0.0205641	0.01319394	0.004375403	0.01036939	0.06429139	0.01065004	0.0700411	0.005692815	0.0172533	0.02987312	0.06368023	0.02247387	0.002208877	0.006602078	0.01651355	0.157398	0.180946	0.166459	0.164677	0.151392	0.179127	0.002559706	0.260531	0.251234	0.249037	0.239198	0.0703761	0.354975	0.918062	2.65659	3.084095
3240	-11642.84	-11691.32	48.48207	0.6017664	0.01572997	0.0336672	0.04265202	0.01899565	0.05978599	0.000428967	0.047116	0.004960452	0.02057787	0.02059889	0.008630082	0.07185776	0.03786252	0.02644688	0.03279313	0.1220528	0.01212117	0.004447774	0.1019739	0.04773671	0.03416646	0.003326488	0.02083277	0.03990941	0.01474205	0.00102221	0.07372548	0.01300922	0.1304991	0.03965576	0.1221809	0.01284276	0.07767182	0.0534831	0.0393863	0.04508788	0.1709745	0.009602072	0.07386592	0.01818332	0.004627958	0.00710527	0.03989659	0.009379737	0.001617463	0.02337416	0.0804329	0.003394626	0.03297651	0.01328727	0.08173951	0.01925237	0.05309321	0.01522091	0.01576844	0.005869559	0.01680804	0.01951019	0.01249828	0.03495214	0.0218319	0.02226033	0.008498209	0.00509999	0.006394153	0.1711289	0.0233647	0.01192999	0.04627559	0.1295104	0.01031782	0.02972673	0.006486705	0.01755033	0.01271089	0.07493478	0.008331618	0.02980935	0.02359126	0.0004179832	0.05625083	0.02303287	0.02822106	0.02465469	0.00818715	0.01117912	0.05926503	0.02163192	0.05945385	0.001626776	0.01087021	0.02480643	0.08301111	0.01194353	0.004648081	0.008146687	0.01882121	0.155497	0.178761	0.164449	0.162688	0.15602	0.182585	0.001944913	0.259892	0.25307	0.248426	0.238612	0.0534726	0.313253	0.882217	2.75106	3.33133
3250	-11650.76	-11699.73	48.97198	0.6153993	0.01083523	0.03679309	0.05871697	0.01411484	0.03769776	0.001082382	0.04580059	0.006030266	0.01751371	0.01509938	0.005671862	0.07515294	0.03365587	0.03932112	0.05109934	0.09646199	0.009079411	0.004606811	0.1147816	0.07084634	0.02530622	0.003638037	0.01438565	0.03982934	0.01854441	0.001439921	0.06519178	0.01185825	0.1406147	0.0259474	0.1181223	0.008714739	0.07613118	0.1050368	0.04771657	0.04953264	0.1704784	0.002822108	0.05920536	0.01041958	0.0134614	0.008246177	0.0403208	0.005481251	0.00180743	0.03604402	0.06823697	0.003953395	0.01546868	0.01445642	0.06768405	0.03390517	0.05260883	0.008140622	0.01327397	0.00571563	0.01274523	0.02216206	0.03157503	0.02620387	0.01806829	0.02586194	0.006829248	0.01413878	0.01010844	0.1530381	0.01985073	0.007243315	0.03115547	0.1178023	0.01953038	0.0222247	0.00503248	0.01878427	0.02730045	0.06495489	0.008191788	0.01789335	0.02967599	0.0006864141	0.04298524	0.006678358	0.01464542	0.01380068	0.03567076	0.01868873	0.06535384	0.01252531	0.05459897	0.005415963	0.01230484	0.0185303	0.09675619	0.03376473	0.005069407	0.008263908	0.01649917	0.153329	0.176269	0.176096	0.160421	0.153845	0.18004	0.02095531	0.256082	0.24936	0.244784	0.249773	0.0562989	0.320724	0.888976	2.734	3.300711
3260	-11621.01	-11672.5	51.48673	0.697488	0.004610881	0.02585525	0.04524626	0.005923023	0.0633661	0.0003788601	0.03237963	0.00584607	0.01311064	0.01512092	0.006422973	0.05881261	0.02676247	0.03001858	0.03401168	0.1145893	0.01164879	0.0004833079	0.1026801	0.06549568	0.02526925	0.0034656	0.01777742	0.03440697	0.0238468	0.001278244	0.06636513	0.01373503	0.1229853	0.03046112	0.1171225	0.009963389	0.07628815	0.07719649	0.05080294	0.05597042	0.1445767	0.005961148	0.07500564	0.007392845	0.008389091	0.0111958	0.04710396	0.002148327	0.005459554	0.03329332	0.06875529	0.001339895	0.01541316	0.0189432	0.06839759	0.030432	0.05832972	0.01313992	0.02158561	0.00661967	0.01258454	0.008448291	0.009741846	0.02581898	0.01856416	0.02916576	0.004574743	0.01129411	0.004423229	0.1427153	0.01670451	0.008584696	0.04674753	0.1032827	0.01518701	0.04166962	0.009024032	0.01774482	0.01449411	0.06460348	0.008610136	0.01894477	0.02114569	0.0006499756	0.0627046	0.006742832	0.01742822	0.01598283	0.01660012	0.02211382	0.0428609	0.01022783	0.07414039	0.003444533	0.02896287	0.02005006	0.08280495	0.02608398	0.004517211	0.007255345	0.01371421	0.149933	0.194514	0.172196	0.156867	0.150438	0.176052	0.03492182	0.25228	0.260504	0.24115	0.246065	0.0736518	0.362343	0.923934	2.64007	3.143539
3270	-11635.69	-11683	47.31757	0.6809469	0.01068523	0.04341801	0.06877646	0.005324789	0.06433608	0.0001363603	0.03778044	0.00354432	0.009027772	0.01662959	0.00956558	0.06618648	0.03286616	0.01819459	0.04003572	0.108144	0.02327647	0.0005317594	0.1046186	0.0631723	0.01902371	0.0008609113	0.02391263	0.04847561	0.01666552	0.001159456	0.05071814	0.01758791	0.09446305	0.03797335	0.1227928	0.01311154	0.09516287	0.08737061	0.0493496	0.06287231	0.1856964	0.01333075	0.06099755	0.009328147	0.01479977	0.007060004	0.05324687	0.004962441	0.004587889	0.03245803	0.06321901	0.001851924	0.02564344	0.0208494	0.07362357	0.03157036	0.05220647	0.02155436	0.01888108	0.007712113	0.0104665	0.006940484	0.007770999	0.02560551	0.01081267	0.03180019	0.005494924	0.01024757	0.01759882	0.1796639	0.01647476	0.007585723	0.05905186	0.1233475	0.02090923	0.01930666	0.01447166	0.007334729	0.01074058	0.08603828	0.01037781	0.038482	0.0220192	0.0001201056	0.05615371	0.01056349	0.02174038	0.02489526	0.027701	0.01039957	0.07611962	0.01744619	0.06305609	0.001970812	0.02535145	0.02301651	0.0819315	0.02560569	0.005666734	0.005962985	0.0125387	0.151698	0.196804	0.162453	0.158714	0.152208	0.178124	0.01389582	0.251653	0.266329	0.236565	0.245453	0.070124	0.3544	0.917598	2.65788	3.404112
3280	-11636.44	-11686.65	50.20281	0.6110301	0.008790503	0.02806525	0.03697168	0.007360157	0.06214958	0.0001172304	0.04219619	0.002889435	0.01536899	0.02038795	0.01068563	0.07230202	0.02311409	0.03239661	0.05399507	0.08804471	0.02278014	0.0009355672	0.1311389	0.07848555	0.02436808	0.0008270158	0.01140075	0.06450481	0.01615274	0.004823852	0.04789521	0.01110233	0.09446305	0.02885036	0.1254042	0.006401265	0.08978881	0.0637282	0.05030215	0.05369364	0.1712893	0.006114375	0.06522303	0.01202014	0.01995513	0.007106887	0.06524426	0.006000704	0.003256587	0.01813901	0.08216631	0.001506479	0.01954681	0.009396046	0.07297788	0.02965558	0.04034678	0.01301104	0.01980831	0.003485932	0.02107739	0.009854045	0.006090811	0.01881307	0.01791889	0.02555401	0.004481445	0.008113882	0.01187827	0.1943785	0.0152322	0.01166791	0.05842138	0.09077019	0.01551842	0.01734411	0.003816091	0.008373509	0.004981691	0.0587259	0.007398787	0.01825426	0.03193317	0.0002416625	0.05290561	0.01793234	0.01262796	0.02156828	0.01045942	0.0128734	0.0575103	0.02024692	0.05718031	0.00179592	0.01224108	0.02304001	0.09976276	0.03430747	0.008186805	0.01037699	0.01179644	0.155368	0.189353	0.166384	0.150571	0.155891	0.182434	0.01389582	0.251653	0.266329	0.236565	0.245453	0.0553907	0.318348	0.886843	2.73942	3.223784
3290	-11629.06	-11679.32	50.25781	0.6725485	0.008017612	0.02531112	0.04891324	0.00713562	0.05374901	0.0002202041	0.03726226	0.005034408	0.01049646	0.02188871	0.008965541	0.07803681	0.04027505	0.05395853	0.03085715	0.1075629	0.02188851	0.0002884254	0.09006735	0.05392039	0.03500451	0.000802581	0.02111585	0.03895723	0.01392298	0.003131308	0.06602236	0.01052091	0.1221184	0.02546978	0.1053247	0.007188172	0.05905437	0.0749625	0.03649067	0.04508903	0.1781756	0.005158433	0.05801589	0.01474725	0.01074678	0.005321039	0.05945876	0.009717526	0.001753723	0.02723245	0.07229303	0.002850854	0.01706018	0.01372328	0.08093023	0.03481471	0.05042525	0.03060652	0.02392337	0.006098351	0.01054653	0.01592913	0.01642058	0.02783968	0.01327053	0.02058068	0.002347331	0.004424931	0.007181442	0.1396002	0.03175235	0.01238908	0.04772672	0.09890699	0.01547569	0.02131455	0.007563361	0.009065964	0.005787991	0.06481971	0.008015509	0.03649902	0.02763591	0.0006920137	0.05170207	0.01014477	0.0145218	0.02448106	0.009295637	0.01748017	0.06430674	0.0191094	0.07697081	0.003591707	0.02262462	0.02688765	0.1146582	0.01609211	0.00669169	0.01099866	0.01292532	0.155344	0.189323	0.166358	0.150547	0.156023	0.182405	0.01389582	0.251653	0.266329	0.236565	0.245453	0.068337	0.350285	0.914255	2.66712	3.220346
3300	-11631.76	-11683.32	51.5677	0.6149763	0.002879586	0.03047671	0.05332182	0.006328016	0.04935378	0.0002921488	0.03453664	0.003533163	0.01518233	0.01935606	0.01860208	0.05867699	0.03740558	0.04673483	0.02457453	0.08874682	0.02512722	0.0005082662	0.09376448	0.06260099	0.04148676	0.002466695	0.01214281	0.02886581	0.009886089	0.0006229994	0.06047751	0.01143099	0.1156793	0.03649772	0.1115847	0.008596495	0.07277795	0.07147214	0.04370573	0.03586258	0.1506979	0.005526315	0.05529213	0.01474725	0.004011322	0.007798118	0.04521748	0.00669153	0.006491542	0.01567807	0.07321411	0.003118459	0.01765246	0.01370231	0.07951734	0.04268606	0.06387091	0.01549813	0.01883253	0.007675035	0.01250597	0.007014639	0.02555391	0.02290562	0.02116552	0.02592638	0.0099323	0.009092456	0.009988728	0.18651	0.01394982	0.01404076	0.04054708	0.102296	0.01363161	0.02199906	0.01261818	0.01189652	0.002914311	0.06065376	0.008983124	0.02360778	0.02828101	0.0007361029	0.05456881	0.02097627	0.02160132	0.01446116	0.01305497	0.01062089	0.06036195	0.01541417	0.0659271	0.008849478	0.01921215	0.01942662	0.08125326	0.02835509	0.009210399	0.01009231	0.0148642	0.159078	0.193874	0.170357	0.154166	0.135734	0.18679	0.01389582	0.255287	0.265035	0.235416	0.244261	0.0562109	0.320495	0.888771	2.73452	3.138478
3310	-11624.73	-11675.76	51.02805	0.6696364	0.01078062	0.03011513	0.04129827	0.007065192	0.0528695	0.0007689033	0.03749151	0.005610303	0.0150882	0.009580646	0.01419582	0.06563998	0.02534136	0.04814587	0.03330587	0.1030232	0.01426689	0.0003343993	0.1168205	0.05979329	0.02227588	0.004181388	0.01331147	0.05899305	0.007975685	0.0007458304	0.07123463	0.01095142	0.1017417	0.03845872	0.1038079	0.01207078	0.1021688	0.07587992	0.04822791	0.04421943	0.184818	0.008973761	0.05386503	0.007906388	0.005319298	0.003719492	0.03785905	0.009539044	0.004760833	0.02109911	0.05769668	0.003622228	0.0124762	0.01606301	0.07830084	0.04114603	0.05086121	0.01763485	0.01998852	0.0006006066	0.01853031	0.007898037	0.009110135	0.02692432	0.02074551	0.01880272	0.007348084	0.005579704	0.004577722	0.1350136	0.03475557	0.009219963	0.04740768	0.09517797	0.02254836	0.01569328	0.01263174	0.004208438	0.009516666	0.0573047	0.004413897	0.02691326	0.0331993	0.0003876123	0.05655462	0.01788271	0.02027728	0.02533445	0.01342963	0.01426336	0.06941619	0.007773663	0.05597021	0.008103416	0.02017305	0.02313853	0.1023387	0.03774746	0.01349043	0.002870326	0.01150408	0.15924	0.194071	0.163489	0.154322	0.141898	0.186979	0.01389582	0.255287	0.265035	0.235416	0.244261	0.0677181	0.348844	0.913075	2.67036	3.172207
