Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
7000	-11642.53	-11691.76	49.22912	0.6009752	0.004481634	0.02676202	0.04192025	0.003937741	0.06189609	0.001027877	0.04180417	0.001450597	0.007235322	0.01444384	0.01005158	0.04200345	0.04501449	0.04069801	0.04222146	0.1073765	0.01656477	0.002860592	0.1088276	0.05951361	0.02310306	0.004479756	0.01431055	0.03272472	0.01226659	0.006381822	0.06960411	0.01284738	0.1119665	0.02740867	0.1187987	0.01519381	0.08286266	0.06589651	0.04973053	0.05122234	0.1850673	0.009414469	0.06579744	0.009560892	0.0084298	0.005800973	0.0533383	0.005694135	0.007601137	0.04481634	0.08604496	0.003029526	0.01894117	0.01361382	0.08316675	0.02338589	0.04546113	0.0181425	0.01321553	0.02249727	0.007995023	0.006520958	0.00264621	0.01092615	0.03488643	0.0168527	0.01757655	0.004641475	0.008120301	0.1497085	0.02326561	0.01345104	0.04243579	0.1186946	0.01962977	0.01094363	0.01175849	0.005714807	0.008389587	0.05354005	0.009355917	0.03940219	0.02914548	0.001524584	0.07633837	0.02376894	0.02354272	0.03090523	0.01539082	0.01288059	0.06573823	0.01450995	0.07520218	0.006900687	0.02291972	0.01767918	0.07950206	0.03228331	0.009243455	0.01846198	0.01033733	0.145356	0.190643	0.163204	0.140607	0.170667	0.189523	0.01176576	0.260111	0.252165	0.248613	0.239111	0.0533093	0.312814	0.881816	2.75206	3.284639
7010	-11632.14	-11682.46	50.31446	0.6627421	0.005190721	0.03235195	0.04663383	0.01375686	0.06297489	0.003370072	0.02493725	0.004622925	0.008984052	0.02470128	0.01041635	0.04302409	0.03027245	0.03897698	0.03626696	0.08416645	0.01302895	0.001432201	0.1032177	0.06611678	0.03190536	0.001971412	0.01438861	0.04091818	0.01317393	0.004938488	0.06491783	0.02015197	0.09183684	0.03698719	0.1058392	0.02275175	0.07604176	0.08401079	0.04265308	0.03925145	0.1854091	0.007327564	0.06840065	0.01177929	0.01004032	0.007896271	0.04126525	0.009666967	0.007598651	0.02583139	0.07332915	0.002921801	0.02376838	0.01493765	0.08518464	0.02154184	0.04533316	0.01307158	0.01982294	0.01633043	0.007382784	0.004661537	0.004504772	0.0201762	0.03160858	0.03038715	0.02588288	0.007498322	0.006072714	0.1497085	0.02901252	0.008982878	0.05312207	0.109149	0.02232298	0.005948925	0.00545639	0.01067031	0.008508321	0.04689127	0.007672673	0.02872634	0.02338465	0.0004673624	0.07966384	0.008448589	0.01184957	0.02308813	0.009886809	0.01753775	0.06068631	0.03023228	0.06252283	0.01032814	0.02013854	0.02765807	0.1176609	0.03170087	0.00418218	0.009438249	0.00594589	0.160374	0.178508	0.165441	0.142534	0.161023	0.192121	0.007675387	0.247426	0.256488	0.252875	0.243211	0.0662548	0.345407	0.910239	2.6781	3.216806
7020	-11641.5	-11690.14	48.64427	0.6229618	0.01072269	0.02480243	0.04935227	0.01611361	0.05910432	0.001793252	0.04653763	0.005999865	0.009698599	0.01505189	0.009913702	0.06805278	0.02654712	0.05560982	0.04230949	0.1121219	0.01254585	0.004153077	0.0864702	0.07122262	0.03362258	0.003334335	0.01608403	0.03349018	0.01682448	0.001525478	0.06220961	0.01730245	0.1210797	0.01868231	0.09426926	0.01181804	0.08201108	0.06032993	0.05053455	0.03885847	0.1587815	0.01207444	0.05332183	0.01336502	0.008681329	0.004272662	0.05840079	0.0095314	0.007512929	0.03748227	0.09113175	0.000393783	0.009736914	0.01176211	0.07903178	0.02294246	0.04520289	0.02084484	0.02807986	0.009703536	0.01853753	0.002375109	0.01539866	0.03185535	0.02008318	0.03436983	0.04671615	0.007929405	0.00978423	0.1806191	0.0320775	0.01376263	0.04747108	0.09782124	0.01237882	0.002912748	0.01650766	0.01617529	0.007292447	0.06436338	0.004224814	0.0290604	0.02737626	0.0003132763	0.05499078	0.01276725	0.02041279	0.01802347	0.01227712	0.02193995	0.0667138	0.0197475	0.07283485	0.02025434	0.01806237	0.02079663	0.08880781	0.02896824	0.005792461	0.008504075	0.01853956	0.172746	0.187126	0.173428	0.136077	0.168797	0.161827	0.02070998	0.23461	0.259378	0.260063	0.24595	0.0578758	0.324797	0.892596	2.72473	3.321193
7030	-11638.75	-11688.23	49.47637	0.6201984	0.01220294	0.02107827	0.05326138	0.007086976	0.06714797	0.001222334	0.04913615	0.005153446	0.01627279	0.01846333	0.005187425	0.06033448	0.02383405	0.03074262	0.03408124	0.1004151	0.02348429	0.001340008	0.1048311	0.05148092	0.01958674	0.0054273	0.01227474	0.04239698	0.01555519	0.001781221	0.08952092	0.01803873	0.1087221	0.03439095	0.1051326	0.009340424	0.08109522	0.06163776	0.04455356	0.0341832	0.1846134	0.01094164	0.07016258	0.01642407	0.006214464	0.007619734	0.05691979	0.007745622	0.006354893	0.03264649	0.08432603	4.374218e-05	0.02208049	0.0106653	0.05198799	0.0215967	0.05770903	0.02040915	0.02150651	0.009998857	0.01104204	0.004830046	0.0206179	0.02094329	0.01377594	0.02494586	0.02875503	0.003178694	0.01419951	0.1806191	0.01377438	0.019081	0.05518556	0.1001292	0.01747353	0.004380325	0.01198505	0.009640852	0.006894617	0.07051597	0.01374911	0.02535502	0.02989168	0.0002941957	0.05955079	0.003327366	0.02111819	0.02106289	0.01512626	0.0168728	0.06294763	0.02567988	0.06436953	0.01624021	0.02490869	0.02754323	0.08290482	0.01940254	0.003545734	0.006673618	0.02629326	0.16947	0.203297	0.170139	0.133496	0.165596	0.158002	0.02070998	0.23461	0.259378	0.260063	0.24595	0.0572989	0.323315	0.891284	2.7281	3.269186
7040	-11654.59	-11700.25	45.66241	0.5772945	0.008846119	0.02746675	0.06091862	0.009088548	0.06497363	0.002196074	0.04561004	0.007911311	0.02044201	0.01440172	0.006405655	0.080504	0.01808333	0.04363094	0.04049293	0.1104988	0.02638798	0.001854379	0.1192822	0.06927873	0.02049044	0.006894916	0.02009242	0.04022934	0.02529951	0.003564416	0.08242363	0.01630892	0.1224845	0.0450877	0.09715549	0.01794794	0.07699733	0.07314133	0.02701611	0.06896149	0.2073633	0.01705973	0.07540175	0.01450095	0.009970116	0.009008733	0.02904908	0.004170861	0.002468263	0.04371626	0.09167457	6.243044e-05	0.02448434	0.0164955	0.09934372	0.02480155	0.04670019	0.01133764	0.01912314	0.01980284	0.007742021	0.009540658	0.01073598	0.02893191	0.01721332	0.03688842	0.03073272	0.003863236	0.004753326	0.1890378	0.0192854	0.008788684	0.04702625	0.1363438	0.01521829	0.008679406	0.008992618	0.01933969	0.0155848	0.06113	0.002984035	0.03567584	0.02603572	0.0003559918	0.04106483	0.009646425	0.02028912	0.01812293	0.01728762	0.02317875	0.06732213	0.01274958	0.06979191	0.01875239	0.02095025	0.01739094	0.1074234	0.01439275	0.004302744	0.003608038	0.00750086	0.171742	0.163115	0.16817	0.155001	0.163679	0.178292	0.02070998	0.260178	0.240963	0.270369	0.228489	0.0484614	0.299413	0.869278	2.78285	3.507559
7050	-11640.35	-11688.69	48.34051	0.5992898	0.01058706	0.04115657	0.0569298	0.01997424	0.05015581	0.007379481	0.03656373	0.006261558	0.01768364	0.01147653	0.01101326	0.05725517	0.0320867	0.03577902	0.04257234	0.09674193	0.01787072	0.001171969	0.1157512	0.06199304	0.02351146	0.003840329	0.01631829	0.03365491	0.01694998	0.001672829	0.06843668	0.0172013	0.07854572	0.03235337	0.09340959	0.01207608	0.0811833	0.09059796	0.04752811	0.06713174	0.1821629	0.007552367	0.06626916	0.006699001	0.01009346	0.005597896	0.03645362	0.003023468	0.005322679	0.02760969	0.08690854	0.000288817	0.01356929	0.01211232	0.06538311	0.0228878	0.04468694	0.01470904	0.0207504	0.01071322	0.004309526	0.009914479	0.01609378	0.03469184	0.03032335	0.02963518	0.02109482	0.00278277	0.01068539	0.1850361	0.0231973	0.01328253	0.06731792	0.1111716	0.02417881	0.009120119	0.02302801	0.02569141	0.01106351	0.08244129	0.00311711	0.02842684	0.02603572	0.0005593773	0.06379352	0.007194669	0.02065145	0.01915363	0.01713897	0.02024821	0.04742244	0.0360639	0.08267674	0.008025423	0.02280168	0.01414026	0.08746815	0.02408131	0.00328556	0.006109055	0.00911504	0.17644	0.167577	0.17277	0.137334	0.168156	0.177724	0.01227028	0.25957	0.2404	0.272075	0.227955	0.0529616	0.311877	0.880956	2.75421	3.340178
7060	-11651.35	-11699.25	47.89297	0.6158531	0.007167656	0.03969629	0.0514517	0.01459903	0.0611829	0.00200993	0.04168814	0.004027544	0.02217608	0.02086511	0.008137653	0.06474917	0.0239088	0.03470702	0.05673607	0.07858243	0.02579369	0.002786469	0.1161429	0.0664759	0.02653835	0.009408177	0.01157185	0.04233795	0.01848935	0.0005665767	0.055499	0.01386091	0.111428	0.02763175	0.1054411	0.005946256	0.08438849	0.07733162	0.06602559	0.05888802	0.1939138	0.0188074	0.04149479	0.006701237	0.004868741	0.004066275	0.04612927	0.004981251	0.003948509	0.03905302	0.07197671	0.0001921691	0.01292155	0.01056302	0.05846308	0.04652021	0.06292169	0.01222675	0.01836098	0.02811641	0.002238354	0.003167231	0.02825012	0.03173529	0.01337247	0.0366626	0.02416658	0.004806308	0.01487864	0.1773302	0.02947093	0.01883926	0.03790919	0.1159435	0.01763305	0.008095648	0.008048834	0.01261755	0.01383798	0.04499832	0.009362686	0.02887592	0.02608048	0.00159949	0.05245197	0.004683324	0.02389148	0.01502146	0.009423152	0.02346198	0.09679843	0.01358032	0.05708209	0.01364024	0.0235747	0.02248986	0.1040698	0.03249937	0.0009698988	0.006977075	0.01314875	0.162973	0.170418	0.177918	0.136947	0.171007	0.180737	0.01227028	0.257085	0.238099	0.26947	0.235345	0.0563933	0.32097	0.889196	2.73344	3.368149
7070	-11634.99	-11684.42	49.42977	0.6467028	0.008660687	0.02776041	0.04396965	0.01271384	0.04772157	0.002229568	0.03048098	0.003427566	0.01607453	0.01064591	0.01566455	0.05461701	0.02949767	0.04580328	0.03794603	0.08915275	0.01414393	0.001045774	0.108281	0.07039354	0.02809086	0.003586365	0.01889385	0.03288297	0.0157813	0.001436289	0.06811133	0.01525855	0.1112239	0.02711983	0.09941904	0.0107703	0.07614855	0.06685202	0.03741162	0.06560892	0.1600543	0.01372611	0.061709	0.007697175	0.007995164	0.005785577	0.04139587	0.01027118	0.003982137	0.0332189	0.08164185	0.0002716248	0.02652939	0.01229849	0.063152	0.05164065	0.05401727	0.01248313	0.02334211	0.008228143	0.005228768	0.005426542	0.01396931	0.0285741	0.04039408	0.01749971	0.01458811	0.004212985	0.01172048	0.2096516	0.02903157	0.004677272	0.04278608	0.1096485	0.0192365	0.006812784	0.01263423	0.02060621	0.01003601	0.06286595	0.007539672	0.03293937	0.02701351	0.003022729	0.06046465	0.002983399	0.02151701	0.02233481	0.01188213	0.009906759	0.05642619	0.01583341	0.05653431	0.01682925	0.03832685	0.02286923	0.1193583	0.03095484	0.0008089082	0.005627172	0.01105928	0.156895	0.164062	0.171283	0.165852	0.167869	0.174039	0.0122656	0.254541	0.247353	0.263836	0.234271	0.0628616	0.337259	0.903395	2.69648	3.272099
7080	-11631.93	-11684.01	52.0815	0.6159625	0.007323321	0.02763213	0.05009771	0.004846768	0.05328468	0.001988952	0.04301914	0.003036798	0.01449368	0.01119314	0.008472164	0.0541696	0.03453299	0.041821	0.04041371	0.08668892	0.019693	0.002362572	0.09706803	0.0672594	0.01711384	0.005063087	0.01120885	0.03465711	0.01335485	0.0005277434	0.06165764	0.01613649	0.07836837	0.03509154	0.1140436	0.008775127	0.09104498	0.06608788	0.04516893	0.03596477	0.1600543	0.007239461	0.05939746	0.01439874	0.007135246	0.01094078	0.02735337	0.006328254	0.003860281	0.05305952	0.08017519	0.0005082345	0.01365326	0.01458915	0.07166339	0.02186723	0.04589684	0.01326846	0.02263451	0.00956103	0.002887763	0.005101415	0.01225468	0.02819805	0.01492175	0.02452528	0.03704953	0.009793094	0.01319109	0.167418	0.02123004	0.007180467	0.04110341	0.1125371	0.01238597	0.01408284	0.01216624	0.01128236	0.007683344	0.06469217	0.006643302	0.02561036	0.02897891	0.003757241	0.06772791	0.006379479	0.01560063	0.02514473	0.02224235	0.01372281	0.0575884	0.009605843	0.07343548	0.009759491	0.02484342	0.02508748	0.0843194	0.02672222	0.003018861	0.001617823	0.007627791	0.180616	0.160151	0.1672	0.158275	0.163868	0.16989	0.0122656	0.254541	0.247353	0.263836	0.234271	0.0564161	0.321029	0.889249	2.73331	3.106366
7090	-11641.84	-11695.32	53.4784	0.6458727	0.006350218	0.03115839	0.04297091	0.006803665	0.05328468	0.0006490201	0.0305852	0.002424268	0.01216331	0.02153462	0.009942142	0.0501113	0.0232093	0.03018615	0.04222066	0.08284224	0.01526549	0.00245504	0.09931753	0.06144702	0.02789558	0.00680039	0.0160927	0.04133674	0.01643438	0.002462983	0.05072602	0.01631039	0.06724604	0.0313002	0.1018692	0.01261513	0.08282406	0.07827473	0.0203561	0.04014423	0.1315182	0.009885231	0.07513277	0.01077703	0.008416937	0.01287264	0.04781915	0.005710164	0.004650691	0.03088988	0.06371169	0.0007661252	0.02002024	0.01130194	0.06643619	0.04966517	0.05277098	0.0147789	0.02356616	0.006439584	0.002084896	0.005965273	0.01968672	0.02448465	0.02634262	0.02794899	0.03604017	0.005844424	0.01054006	0.1825233	0.02072028	0.01595905	0.04903102	0.1227315	0.009534862	0.006196757	0.01041367	0.007546788	0.009534705	0.04524695	0.01830788	0.0212588	0.02204774	0.000894693	0.05455787	0.00937391	0.03136961	0.01519519	0.01379996	0.01372281	0.05515628	0.008340397	0.04513319	0.01037639	0.01655511	0.01767151	0.07751635	0.04296829	0.002593237	0.006104893	0.01299902	0.191096	0.186025	0.156045	0.137637	0.149539	0.179657	0.0122656	0.232686	0.254605	0.271571	0.241139	0.0626865	0.336832	0.903032	2.69745	3.01906
7100	-11650.95	-11701.16	50.21139	0.6111435	0.00883689	0.04551359	0.04401271	0.01348433	0.05547567	0.001229025	0.02849952	0.006999428	0.01566638	0.01588915	0.008027948	0.07546363	0.02392272	0.03127118	0.03598985	0.1047619	0.01842869	0.004112591	0.1107134	0.08510638	0.02453927	0.008452664	0.01756444	0.04857801	0.01488253	0.002918635	0.05866448	0.007350014	0.107787	0.04422477	0.09029366	0.008438841	0.08408408	0.07575449	0.05520755	0.04062287	0.1605494	0.009400523	0.04150049	0.006503384	0.007260583	0.003867734	0.04283943	0.005617379	0.006840058	0.0440002	0.07729392	0.0029313	0.0231925	0.008642041	0.06355509	0.03038235	0.04008746	0.01293656	0.01204463	0.002234623	0.003529711	0.007162767	0.01588702	0.0209489	0.0253861	0.03097882	0.04677568	0.01061176	0.01026955	0.1744345	0.03089276	0.0241024	0.04664287	0.08801769	0.01286669	0.01123547	0.008658425	0.01604586	0.006692358	0.04263809	0.01032324	0.03955446	0.01693201	0.0004990035	0.07536563	0.01241474	0.02436408	0.01546024	0.01555605	0.02464906	0.04432821	0.009148801	0.05865403	0.006549888	0.01625634	0.01747913	0.1056087	0.03009632	0.00571072	0.01454004	0.02153165	0.171924	0.187034	0.152339	0.15772	0.15035	0.180632	0.0122656	0.224262	0.245388	0.26174	0.26861	0.0554142	0.31841	0.886899	2.73928	3.223248
7110	-11647.13	-11695.4	48.26529	0.7161995	0.008960527	0.03718947	0.04222628	0.008206176	0.06313266	0.001788749	0.03647689	0.003337322	0.01602508	0.02240302	0.01074591	0.07033981	0.02726136	0.02210863	0.03129127	0.1002154	0.01718961	0.004016145	0.1085158	0.0824089	0.02745251	0.007156922	0.01286676	0.03295103	0.01209489	0.001306778	0.06883904	0.02264366	0.08003838	0.02922384	0.131296	0.01058612	0.07936308	0.09297859	0.0558574	0.04062287	0.2224272	0.005289819	0.05781322	0.01071445	0.006938677	0.006098608	0.04903444	0.005756986	0.004613147	0.03065243	0.08239823	0.002678131	0.01814535	0.01255514	0.09033619	0.03332839	0.03531928	0.01275419	0.01691639	0.003507476	0.003706763	0.007839472	0.01620457	0.025589	0.02451673	0.02074965	0.03438256	0.001960333	0.01347583	0.1604518	0.02453666	0.03128219	0.04510178	0.08763044	0.02176996	0.007404718	0.008467023	0.01113308	0.01825886	0.06356233	0.005950289	0.0277665	0.01370261	0.001562717	0.06377767	0.01190501	0.01829025	0.009224219	0.01957203	0.02962735	0.0533275	0.01642425	0.0816706	0.0157701	0.01375244	0.0282032	0.1035163	0.03974132	0.009847538	0.009507182	0.01732141	0.196706	0.181719	0.175225	0.153239	0.150635	0.142477	0.005814493	0.225863	0.240001	0.263608	0.270527	0.0776513	0.371074	0.930727	2.62055	3.344879
7120	-11642.25	-11692.9	50.64994	0.6007978	0.009445606	0.03718947	0.05629811	0.003917199	0.05641933	0.001298654	0.03575759	0.001047459	0.02128869	0.01382403	0.009258918	0.06587927	0.02842606	0.02926098	0.03692056	0.08476087	0.0218076	0.001374828	0.09354724	0.05696458	0.02605029	0.001995064	0.01965224	0.03594914	0.01687191	0.003029946	0.06125811	0.01592633	0.1031617	0.02922384	0.14127	0.01026712	0.09404426	0.07629351	0.07094733	0.05133049	0.1691431	0.009209812	0.06161771	0.01829036	0.009002713	0.004230558	0.04768328	0.006541732	0.00774714	0.05119302	0.07173998	0.001372838	0.009429349	0.02025287	0.06842007	0.0189768	0.03368342	0.01584247	0.01667781	0.002103853	0.004559235	0.0133221	0.007972272	0.01978231	0.0219987	0.02638949	0.02025092	0.001828173	0.009515714	0.1650744	0.01826417	0.02083297	0.04836715	0.1124466	0.02049203	0.01036516	0.007821211	0.01258255	0.0079228	0.04468007	0.01118939	0.03582009	0.03165213	0.003329263	0.04198351	0.006150445	0.01862576	0.01956928	0.01596335	0.0242186	0.05568901	0.003174282	0.05764153	0.01243282	0.01276346	0.02186729	0.1050915	0.02884134	0.0134388	0.005019816	0.01179161	0.1933	0.181078	0.174082	0.150586	0.160945	0.14001	0.005814493	0.230904	0.245357	0.269491	0.254247	0.0532727	0.312715	0.881725	2.75229	3.195838
7130	-11652.53	-11706.79	54.26589	0.6007978	0.006718937	0.01879962	0.05174082	0.01644103	0.06155449	0.001755437	0.02602382	0.002707481	0.02392213	0.01129065	0.01327667	0.05532356	0.01962227	0.04045318	0.02848192	0.08077351	0.01752258	0.001396479	0.09061227	0.06171233	0.01695258	0.003590658	0.02415967	0.04328203	0.01231563	0.00284606	0.04776593	0.0110378	0.07275858	0.01800136	0.1172585	0.01234398	0.07521169	0.07779858	0.03935672	0.0473636	0.1984999	0.006808575	0.04187186	0.009170793	0.007003933	0.0009405341	0.03093352	0.002031458	0.009405179	0.02279307	0.07532366	0.0004046215	0.02151819	0.01750806	0.0630849	0.03090777	0.04410154	0.005787988	0.02070007	0.007577857	0.001919651	0.02372091	0.004724565	0.007012232	0.02105849	0.01205286	0.04825025	0.005623259	0.008696987	0.1454992	0.02445334	0.008790944	0.04503324	0.101335	0.02007228	0.01717179	0.01886991	0.01155378	0.006323771	0.05179294	0.00733435	0.03126577	0.03013191	0.007356392	0.05544486	0.005746726	0.02591249	0.0210376	0.01624569	0.01533798	0.05315614	0.00351403	0.06383606	0.01667828	0.01811137	0.02124485	0.06346877	0.02959345	0.01161169	0.004877293	0.01543444	0.189406	0.176705	0.169878	0.14695	0.16153	0.155531	0.005814493	0.235149	0.249868	0.274446	0.240536	0.0532727	0.312715	0.881725	2.75229	2.969841
7140	-11632.29	-11680.54	48.24817	0.5864648	0.01386837	0.0292507	0.04796156	0.005821758	0.0619984	0.001676024	0.03117521	0.007356808	0.0158366	0.01166769	0.008050635	0.06505408	0.03145646	0.04454564	0.03430842	0.09746503	0.02088697	0.0006019626	0.1100064	0.05608081	0.03338325	0.001160607	0.02104495	0.04526405	0.01489971	0.002891844	0.06551654	0.01390715	0.08984399	0.0229091	0.123788	0.01426813	0.08081295	0.07486432	0.05196197	0.0401844	0.1695188	0.01078252	0.06376502	0.008428782	0.007799331	0.001148463	0.04535905	0.004015326	0.003298082	0.0413161	0.09900608	0.0002003284	0.02569877	0.01615755	0.08228894	0.03521576	0.04897028	0.01477491	0.006610356	0.006033193	0.002437097	0.01221031	0.01659694	0.02150302	0.02008525	0.02273152	0.02735387	0.005954091	0.009935285	0.1924851	0.02250012	0.01361427	0.04025206	0.1107826	0.02428049	0.02066302	0.02015764	0.01543913	0.004355306	0.06752319	0.007244543	0.02288911	0.03084552	0.01379356	0.0602411	0.01259085	0.02514682	0.0173131	0.0103698	0.01662847	0.07953116	0.01682756	0.05528585	0.02459631	0.01998269	0.01978683	0.1120341	0.02295396	0.00279314	0.007228482	0.01484772	0.189406	0.176705	0.169878	0.14695	0.16153	0.155531	0.005814493	0.235149	0.249868	0.274446	0.240536	0.0503289	0.304664	0.874253	2.77075	3.345949
7150	-11657.31	-11703.51	46.20095	0.5989205	0.01283246	0.03333433	0.04796156	0.01062707	0.0793433	0.004545545	0.05388702	0.004699211	0.01276061	0.02186062	0.01705102	0.03767962	0.04789859	0.04187783	0.04798506	0.06618045	0.02316365	0.0007714754	0.1113655	0.07163857	0.02578048	0.001821139	0.03103529	0.0422925	0.01816838	0.001021291	0.08482367	0.01570284	0.1119434	0.04118613	0.123788	0.01265015	0.09732221	0.08136	0.05029505	0.03728542	0.1836651	0.005900368	0.04263394	0.004913393	0.008990894	0.002798468	0.04692138	0.00395502	0.0029493	0.03480173	0.07250696	0.0002971419	0.01591183	0.01546628	0.05314745	0.02526697	0.06882237	0.01451723	0.006226596	0.003860921	0.005363874	0.007248254	0.01105655	0.03176656	0.02326189	0.02484352	0.0370115	0.0100479	0.01559694	0.1924851	0.02220838	0.009440779	0.04132151	0.1224483	0.02168635	0.01193051	0.02006258	0.01759966	0.01978414	0.0476611	0.004031168	0.04535846	0.02050434	0.008744682	0.06185985	0.02238277	0.01709681	0.03512016	0.01112039	0.01804235	0.0707915	0.01383346	0.08167265	0.01404333	0.01478625	0.02654943	0.1257413	0.02222837	0.005350704	0.005348192	0.01897595	0.187886	0.175288	0.168516	0.153793	0.160234	0.154283	0.005814493	0.244711	0.260029	0.244943	0.250317	0.0528855	0.311672	0.880767	2.75468	3.4739
7160	-11639.67	-11684.81	45.13599	0.595004	0.01229394	0.02743567	0.06092687	0.009701119	0.05091638	0.001057927	0.03290088	0.007738139	0.01809072	0.0151924	0.009779992	0.05939565	0.03021667	0.03706203	0.04406988	0.1070705	0.01606373	0.002482595	0.124047	0.07819886	0.02274937	0.002137606	0.01556556	0.04777305	0.01546149	0.001329748	0.05535747	0.02726663	0.07786142	0.04233267	0.1135234	0.01031737	0.0734803	0.09637907	0.05478338	0.04727038	0.1960268	0.006717574	0.05649149	0.009696353	0.006998728	0.003743198	0.04503587	0.006589361	0.008441082	0.05004102	0.07311434	0.0001229407	0.01925421	0.01054318	0.08511135	0.03882335	0.05546631	0.02212896	0.018816	0.004783258	0.003048385	0.007583793	0.007791583	0.02825226	0.02761434	0.02030395	0.03535491	0.00770639	0.01115768	0.2220088	0.02481309	0.01756285	0.0542339	0.1306666	0.01149914	0.01484737	0.01319128	0.0182241	0.02553443	0.04348933	0.008401038	0.04901861	0.02089389	0.007449321	0.06594165	0.01274031	0.01309811	0.0272822	0.0179165	0.0214347	0.05960659	0.02570247	0.09512542	0.01360999	0.01047374	0.02712606	0.1156467	0.03629517	0.005802631	0.004397543	0.01143823	0.171036	0.190387	0.162122	0.146192	0.154155	0.176108	0.005814493	0.256444	0.247903	0.248964	0.246688	0.0520793	0.309484	0.878749	2.75969	3.54046
7170	-11636.54	-11684.25	47.709	0.6527744	0.005221266	0.03498225	0.05529333	0.008927556	0.05856904	0.002338316	0.04719579	0.004063258	0.02365182	0.01530312	0.01000011	0.07287582	0.03840325	0.06371225	0.03178939	0.111263	0.01756849	0.003592288	0.119498	0.07505202	0.01977054	0.003574651	0.01450384	0.02785688	0.01344522	0.001052859	0.06542393	0.03371066	0.08629908	0.04387184	0.1193726	0.009494824	0.06725904	0.06976503	0.04252927	0.04895248	0.2069097	0.007791472	0.04941911	0.009082582	0.006383213	0.001720844	0.04692899	0.007153336	0.003320016	0.03710672	0.06371206	0.0002111892	0.0184883	0.01752358	0.0866039	0.03039765	0.05297621	0.01450313	0.01586272	0.002848366	0.005115955	0.009201729	0.008530851	0.0262278	0.03568719	0.02137105	0.03214989	0.005187304	0.01266586	0.1802385	0.0367386	0.01462976	0.03230112	0.123759	0.01621957	0.01775691	0.01566376	0.01376884	0.009545566	0.05136427	0.003510055	0.02697191	0.02005442	0.006408451	0.06739551	0.0142613	0.01516656	0.01938118	0.02160784	0.0223987	0.06171861	0.01888333	0.0507639	0.0103238	0.02084964	0.03173201	0.0795858	0.03683835	0.007908911	0.007632124	0.02300479	0.151551	0.194862	0.165933	0.149628	0.157779	0.180247	0.005814493	0.253798	0.255663	0.246396	0.244143	0.064144	0.340369	0.906027	2.68946	3.379647
7180	-11637.41	-11685.37	47.95682	0.5599901	0.006894576	0.03244492	0.04603281	0.01223209	0.0699868	0.001965665	0.04426353	0.00732623	0.008212809	0.01075792	0.01663273	0.05117785	0.02546047	0.04022933	0.03326649	0.08695579	0.02689726	0.001399129	0.09877077	0.06413126	0.02479761	0.005093438	0.01419625	0.03323807	0.01456697	0.001154612	0.06830243	0.01825522	0.128605	0.03668964	0.09639243	0.009334609	0.07507036	0.071901	0.04900704	0.05811178	0.2069097	0.009062348	0.06476395	0.008914806	0.00629331	0.00180462	0.06621422	0.005700438	0.005005283	0.03468744	0.06528043	0.0001658366	0.01449486	0.01289782	0.09403698	0.02561848	0.05151127	0.01519401	0.02292984	0.003638208	0.0006441289	0.004328348	0.02282949	0.02425821	0.02065705	0.03971389	0.02420018	0.006083457	0.0241211	0.1595951	0.03768109	0.006569171	0.06184796	0.1123729	0.02266335	0.01597296	0.01407638	0.006325936	0.01058085	0.05427768	0.007413084	0.03005963	0.01694047	0.003216522	0.0636935	0.008032318	0.02641642	0.02255206	0.008508633	0.01847894	0.06776856	0.02290298	0.05254085	0.01258744	0.02332616	0.01643826	0.1447528	0.02178318	0.004852485	0.008194157	0.01002221	0.16735	0.197292	0.160998	0.151755	0.140111	0.182494	0.004469844	0.266443	0.245811	0.244993	0.242753	0.0449755	0.289287	0.859449	2.80629	3.364158
