Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-3254.348	-3288.34	33.99191	0.02785726	0.00995274	0.05034974	0.01326687	0.02837339	0.04738872	0.03155333	0.05941851	0.08209847	0.07117744	0.003676519	0.004701044	0.01541819	0.031403	0.08735841	0.04082184	0.02182538	0.0278482	0.01490415	0.04350058	0.01849833	0.06530806	0.02007495	0.1141666	0.02604743	0.06701884	0.08024617	0.003252111	0.02745215	0.07548565	0.1006203	0.007414702	0.2149444	0.07842981	0.01277953	0.01614179	0.1295704	0.0503447	0.311351	0.184162	0.0146582	0.282797	0.156686	0.514313	0.242106	0.111135	0.132445	1.770345
10	-2118.697	-2136.729	18.03221	0.2223456	0.01288625	0.05296883	0.02353611	0.05213589	0.01740429	0.04554139	0.0919587	0.08694756	0.01027952	0.002595899	0.01258192	0.01942523	0.04960165	0.1592838	0.2023776	0.07908782	0.1677201	0.1089167	0.02020478	0.06307318	0.07777673	0.02546475	0.066998	0.08374078	0.149793	0.06915718	0.006766488	0.04868883	0.06229914	0.05357476	0.0242133	0.1914994	0.1643258	0.03487964	0.02335176	0.1844239	0.0315168	0.194913	0.422217	0.0439766	0.0332663	0.274111	0.141289	0.652331	0.113344	0.0930362	2.767826
20	-1795.304	-1801.401	6.096659	0.2944708	0.0343646	0.01297389	0.00561566	0.04306311	0.009299512	0.07022636	0.4042676	0.1322664	0.01637556	0.004915832	0.01348614	0.04753491	0.06862385	0.105303	0.155804	0.02480409	0.1734379	0.1084622	0.01881866	0.02461132	0.07753012	0.05412785	0.04654391	0.1577608	0.2135263	0.07644611	0.02866832	0.08955827	0.03636792	0.1279655	0.04058255	0.08527944	0.05517015	0.1252892	0.08618979	0.4440668	0.0880851	0.313938	0.254754	0.0586195	0.0623835	0.22222	0.184919	0.475148	0.148344	0.19159	3.513798
30	-1599.838	-1604.844	5.006313	0.2800671	0.05314091	0.0256557	0.00248356	0.04873265	0.01947686	0.05945092	0.4364118	0.1217518	0.02990962	0.03160407	0.01071121	0.03325419	0.03820424	0.1550489	0.1018298	0.01940457	0.2492389	0.04406989	0.02505473	0.01402198	0.1051697	0.06818955	0.1356954	0.1630634	0.05020071	0.1110779	0.0339647	0.09038893	0.07748511	0.06333752	0.0227277	0.0629862	0.08957722	0.188355	0.01229193	0.5079107	0.0993584	0.209337	0.260269	0.0633663	0.117009	0.25066	0.19633	0.494133	0.167829	0.141708	3.581945
40	-1528.654	-1529.007	0.3532737	0.4133391	0.1361764	0.0307137	0.002919178	0.04200588	0.01777887	0.05369333	0.4575791	0.1650003	0.03827977	0.051929	0.01947066	0.03533393	0.03850384	0.09373844	0.1224961	0.01712871	0.1753101	0.06338639	0.02310138	0.02190054	0.06597601	0.06605917	0.1208475	0.2435755	0.02599884	0.1691787	0.0302078	0.06648449	0.1104997	0.09987753	0.04409753	0.1239599	0.09270109	0.3027039	0.01328963	0.277518	0.0977324	0.205911	0.239168	0.0932943	0.128855	0.235039	0.287858	0.37829	0.174329	0.159523	3.87276
50	-1502.932	-1497.347	-5.58551	0.5626863	0.2404068	0.01309566	0.02344519	0.01300879	0.01529356	0.06589658	0.5225258	0.1242099	0.03764592	0.07770993	0.02310485	0.1078563	0.0246223	0.0432579	0.075842	0.01019962	0.06463698	0.04939915	0.07202995	0.03875901	0.1612056	0.07767492	0.1027137	0.1296805	0.02437761	0.1088039	0.009334875	0.06185269	0.2399298	0.07482278	0.03487374	0.07760777	0.1008584	0.3296917	0.03369258	0.4711809	0.127361	0.197942	0.160599	0.142892	0.167918	0.203288	0.307476	0.310064	0.19971	0.182749	4.243934
60	-1485.278	-1479.209	-6.069195	0.2966176	0.2046387	0.02374151	0.04795513	0.008997985	0.02121412	0.07701082	0.473473	0.1336421	0.04940072	0.1372574	0.01751547	0.09529577	0.0241778	0.08984567	0.08881305	0.01088892	0.05380954	0.02080663	0.028794	0.0472975	0.2947463	0.09904823	0.06531453	0.05412962	0.07816371	0.09430688	0.01705274	0.08329532	0.2594793	0.1309331	0.05744003	0.0659064	0.0276788	0.3219218	0.009422807	0.6641313	0.128138	0.227943	0.16158	0.143764	0.126886	0.211688	0.261973	0.325632	0.209737	0.202658	4.274164
70	-1475.584	-1480.165	4.581248	0.2517658	0.1508982	0.01421043	0.07933629	0.00452165	0.004825282	0.07860035	0.6670084	0.06950483	0.04751329	0.1848469	0.02402016	0.1206761	0.008349231	0.0783104	0.07992069	0.01881548	0.02078208	0.0178624	0.02769349	0.02610455	0.1597995	0.07174295	0.05941075	0.08493671	0.09191943	0.04825773	0.01305208	0.06991774	0.2159395	0.1346024	0.04204098	0.04090084	0.03640309	0.3991095	0.01714248	0.14777	0.184306	0.204432	0.172674	0.135182	0.0949088	0.208498	0.244979	0.350567	0.210577	0.193877	3.608512
80	-1463.337	-1456.978	-6.359119	0.4010391	0.178967	0.008110105	0.1480444	0.009769731	0.006594425	0.04078295	0.3981681	0.08589111	0.05539956	0.1271776	0.03861369	0.0648295	0.003698596	0.07150054	0.07372263	0.06833378	0.06683075	0.04378409	0.002398014	0.01441843	0.3019639	0.06513455	0.07182423	0.2838615	0.1258068	0.2096959	0.004135491	0.09895301	0.2737627	0.2626766	0.01653812	0.06587731	0.04607152	0.2851384	0.02684351	0.2459269	0.147911	0.198985	0.216622	0.146866	0.12113	0.168486	0.282976	0.280856	0.247924	0.188244	4.292285
90	-1458.962	-1466.278	7.316632	0.2896316	0.2470424	0.006934205	0.08368421	0.03479903	0.01459048	0.04107175	0.2767091	0.06572998	0.05024554	0.06091374	0.03848718	0.09543273	0.002624904	0.03323272	0.05450425	0.03872756	0.1012279	0.07789555	0.004668196	0.006514187	0.2011631	0.03670027	0.04319521	0.3113322	0.114914	0.0875628	0.01522441	0.0664462	0.1165082	0.2412035	0.03182827	0.07210957	0.0343094	0.3358669	0.03164509	0.07287371	0.172129	0.190648	0.1216	0.202943	0.151253	0.161427	0.286052	0.279495	0.218335	0.216118	3.43755
