Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
710	-11113.12	-11180.77	67.64831	0.004611653	0.02609294	0.0327363	0.003756103	0.05560881	0.001670007	0.03262467	0.004124419	0.01738441	0.007622286	0.007598913	0.0392341	0.03150697	0.02724373	0.03005458	0.05308197	0.01624913	0.001221196	0.07206117	0.04756664	0.02480867	0.000979205	0.01650553	0.0318458	0.01459712	0.0001595272	0.03839748	0.01289773	0.06595895	0.03122171	0.07070416	0.004607118	0.06072611	0.05461932	0.02811502	0.03307348	0.1201983	0.006126952	0.05063853	0.007217493	0.004468802	0.001834782	0.0344354	0.003165996	0.008390628	0.02078169	0.03617384	0.003861294	0.006044599	0.007675291	0.02343373	0.006778427	0.01163683	0.0337593	0.07627587	0.01927371	0.01122882	0.03587225	0.006911671	0.0038914	0.01108506	0.01828435	0.1045725	0.01042519	0.01549218	0.006775653	0.0449281	0.005976147	0.003641628	0.01321148	0.03545609	0.001981169	0.07128078	0.04813758	0.00442559	0.004959353	0.05554564	0.002915961	0.009853094	0.01919506	0.01559256	0.05421107	0.01801689	0.01779037	0.008751956	0.009823292	0.01589681	0.009161018	0.0107075	0.004297094	0.001664204	0.01153339	0.02088347	0.01555991	0.00613244	0.01244093	0.01540404	0.144649	0.190227	0.152233	0.164596	0.160363	0.187933	0.264275	0.251338	0.251138	0.233248	2.277352
720	-11114.15	-11182.31	68.15924	0.004561943	0.0234246	0.03799475	0.004043141	0.03829732	0.001481555	0.02216824	0.003300197	0.009989645	0.0212991	0.01020352	0.03987296	0.01561031	0.02769943	0.01801469	0.06324467	0.0143368	0.001416631	0.0652975	0.04982429	0.01240597	0.0004561152	0.01466476	0.02518535	0.0114036	0.0004656537	0.04603069	0.01144454	0.06422307	0.02017796	0.0747587	0.004257419	0.07267258	0.05461932	0.03847701	0.02348203	0.1325758	0.002868946	0.04728728	0.004758285	0.009786376	0.001854986	0.04712547	0.007150656	0.00401521	0.01169706	0.05501039	0.001839592	0.01340027	0.007544938	0.01735297	0.009073309	0.005705117	0.03236791	0.07187697	0.01111537	0.009510789	0.05813177	0.01008804	0.005923171	0.005466634	0.0251042	0.09641098	0.01482407	0.01588795	0.006098576	0.03257717	0.003327888	0.00744859	0.01380956	0.03622481	0.000696066	0.08349804	0.03931819	0.005039366	0.006310231	0.03326546	0.004689996	0.0085004	0.00802185	0.02278394	0.05059391	0.01831011	0.01794622	0.0104917	0.01419639	0.01620377	0.00888185	0.005462567	0.005858509	0.0003608105	0.02047694	0.02148135	0.01387508	0.01306829	0.02102863	0.01301176	0.146149	0.187883	0.159439	0.154622	0.162026	0.189881	0.264254	0.251399	0.251118	0.233229	2.245419
730	-11120.75	-11189.68	68.9358	0.007888879	0.03136577	0.0266778	0.005800324	0.03984121	0.0009508982	0.02323912	0.003012456	0.01016034	0.02257259	0.006477832	0.03509314	0.02352591	0.02284937	0.019755	0.07431832	0.01341477	0.00217905	0.05949349	0.03957384	0.01651712	0.002591991	0.01065662	0.02535479	0.00846533	0.0006226595	0.03568607	0.006157957	0.05152055	0.02373778	0.07631473	0.005283131	0.04891084	0.05183058	0.02664359	0.04347782	0.1411801	0.009062404	0.03695595	0.008467396	0.007557983	0.00251689	0.03594394	0.003176518	0.00374987	0.01991185	0.04305091	0.001623655	0.007538025	0.007798841	0.02607774	0.005028169	0.008950817	0.03961013	0.06417229	0.01029373	0.02268005	0.04587501	0.01075816	0.005978319	0.01474304	0.01837509	0.1306473	0.02243976	0.01322333	0.01556822	0.03191187	0.001701297	0.00314511	0.01456557	0.03266111	0.0008550573	0.05874557	0.04836787	0.001700607	0.004117654	0.04445491	0.00662401	0.01203642	0.005786538	0.01699271	0.03081598	0.01505134	0.01523025	0.0104076	0.02109511	0.01411873	0.006486937	0.0136056	0.00562046	0.0008534579	0.01394816	0.02071443	0.01426028	0.01682259	0.009270507	0.01999857	0.159909	0.186651	0.158394	0.153609	0.152801	0.188637	0.264249	0.251395	0.251131	0.233225	2.196884
740	-11119.56	-11188.12	68.5665	0.005195087	0.01969358	0.02124804	0.007073882	0.03399058	0.001662675	0.0356623	0.007354954	0.01085212	0.009509079	0.006072162	0.04113585	0.01885252	0.02054472	0.03400109	0.06009659	0.01355141	0.001253021	0.07751478	0.06258202	0.01222537	0.001995061	0.008529076	0.02977184	0.005462399	0.002792925	0.04113628	0.008939644	0.08437752	0.01761359	0.06785532	0.009389383	0.045059	0.05328679	0.03140244	0.04671582	0.1093699	0.003746971	0.03027878	0.01221437	0.001306869	0.002719619	0.02334561	0.004606637	0.003483425	0.02280927	0.06618896	0.001267588	0.008895628	0.01091586	0.01544447	0.004194562	0.009852568	0.04178214	0.06978304	0.01435853	0.0120471	0.03250134	0.005227149	0.004824314	0.01524801	0.01404133	0.1196141	0.01195741	0.01972744	0.01002648	0.03597792	0.003007854	0.004665951	0.01866454	0.04286616	0.001190906	0.08309699	0.0478192	0.005343549	0.003911429	0.04054105	0.00871092	0.01319465	0.01192548	0.01284712	0.03984017	0.01535796	0.02620142	0.008489466	0.01133146	0.01435452	0.009487424	0.008399127	0.00457342	0.0005354923	0.01306796	0.02248338	0.01865501	0.01075824	0.009710723	0.01677671	0.153064	0.200207	0.156658	0.164764	0.154204	0.171102	0.264249	0.251395	0.251131	0.233225	2.219965
750	-11130.8	-11198.57	67.76464	0.006306311	0.03369213	0.02776139	0.003844369	0.04433057	0.00110513	0.02619811	0.00514392	0.01214885	0.003975087	0.004591532	0.0511199	0.02624352	0.02188931	0.03104012	0.07418385	0.01164188	0.001323104	0.07778322	0.0494563	0.02084927	0.001771834	0.01242664	0.01982383	0.01133145	0.001663485	0.04225482	0.01015549	0.06350648	0.01978878	0.07768151	0.004678714	0.05521515	0.04737113	0.03204713	0.03795433	0.1388826	0.005212395	0.03890731	0.006570469	0.003450906	0.004699167	0.02325158	0.002642832	0.00333939	0.01222278	0.0465033	0.001060872	0.00832493	0.01292593	0.01048224	0.004879849	0.006862734	0.03185555	0.05884164	0.01584115	0.01663029	0.04124364	0.009866632	0.01070898	0.0124088	0.01445753	0.1187646	0.02085253	0.01717267	0.01427614	0.0302044	0.003080651	0.01092503	0.01701519	0.0274762	0.0009608118	0.07901576	0.04729496	0.008395119	0.01078278	0.04548198	0.005565709	0.01470528	0.009045847	0.02340641	0.03608874	0.01658694	0.01944283	0.008276066	0.01949239	0.01112692	0.01203212	0.0287796	0.004773146	0.0002527173	0.00788984	0.02696915	0.02104046	0.009595989	0.01621459	0.01272573	0.146731	0.207478	0.150176	0.145948	0.185646	0.164022	0.264249	0.251395	0.251131	0.233225	2.270081
760	-11118.52	-11187	68.48487	0.01148864	0.02475512	0.03349771	0.00887215	0.04138802	0.002047982	0.02030679	0.005869964	0.009611793	0.004892798	0.008180901	0.04138689	0.0265217	0.02706583	0.02624181	0.06898754	0.01412439	0.00126535	0.07724767	0.0473577	0.01265152	0.002144576	0.02131565	0.02382854	0.009924168	0.0009266012	0.03769937	0.01610707	0.06322715	0.02063206	0.08709148	0.006665218	0.04945103	0.05564423	0.02071668	0.03877365	0.1125871	0.002709235	0.05375908	0.003959626	0.003979966	0.005503232	0.02798432	0.001070809	0.00474392	0.02484397	0.0478207	0.000399629	0.01978419	0.008241458	0.008506393	0.006077069	0.004679036	0.03317594	0.06720934	0.01530925	0.01917815	0.03719039	0.01293358	0.01137878	0.01345251	0.0169926	0.1168869	0.01091358	0.01366805	0.007678233	0.03902101	0.003506179	0.007481919	0.01778322	0.04260091	0.00100395	0.05810544	0.05583446	0.008293402	0.008063443	0.04099493	0.00261347	0.007281336	0.008847557	0.02327943	0.04090183	0.01283749	0.01041007	0.005392375	0.01214732	0.01344168	0.01015934	0.01729339	0.005113965	0.001820453	0.01253147	0.02487003	0.01428873	0.009385856	0.01340163	0.01583387	0.146721	0.193088	0.150166	0.146101	0.185634	0.17829	0.264249	0.251395	0.251131	0.233225	2.225067
770	-11119.96	-11187.87	67.90834	0.002148848	0.03127887	0.02922813	0.01424973	0.03783755	0.001401074	0.02314654	0.00365337	0.01814174	0.01006992	0.01221402	0.03725612	0.01904294	0.02593331	0.02084053	0.08188074	0.01063862	0.0009326124	0.06959135	0.0544351	0.01889091	0.003031055	0.01263911	0.03030086	0.008846934	0.002253982	0.03401186	0.01010717	0.07610516	0.02186678	0.08842961	0.007843455	0.06238668	0.03461958	0.03534374	0.02417206	0.1268485	0.006479929	0.03884972	0.003739161	0.00345131	0.008941474	0.03764488	0.003453155	0.005571842	0.02113695	0.05731321	0.001264212	0.007453155	0.00919404	0.01386214	0.005130012	0.01479856	0.03818816	0.0630233	0.01271782	0.009402957	0.04626384	0.01187101	0.007039273	0.008925849	0.01232927	0.1146364	0.01433889	0.01725443	0.001939686	0.04035362	0.007376261	0.00573107	0.02005177	0.03655596	0.001679498	0.0868905	0.03658443	0.006970391	0.00495857	0.0374323	0.003240974	0.01384876	0.01071183	0.02327943	0.03236638	0.01485608	0.01686904	0.01154926	0.009650309	0.01217731	0.01368047	0.009297972	0.008104645	0.0003824589	0.01147168	0.0223733	0.02111968	0.009498736	0.01258278	0.02162102	0.171797	0.168379	0.150537	0.146462	0.186092	0.176732	0.261026	0.248329	0.260265	0.23038	2.2611
780	-11115.2	-11184.02	68.81366	0.004447529	0.02109096	0.02954953	0.005569434	0.03521682	0.001945617	0.02044848	0.006394933	0.01308227	0.01317302	0.006760148	0.04261743	0.01408197	0.01119492	0.02766188	0.06735151	0.01086049	0.0009240989	0.0676969	0.04672029	0.02299289	0.002960686	0.01668964	0.02879952	0.01175642	0.0008345826	0.03706779	0.01047506	0.06768981	0.02099624	0.07142422	0.008662659	0.05225172	0.03566764	0.04011705	0.02489006	0.1289653	0.009394727	0.04893072	0.005804775	0.004642812	0.007363974	0.0276063	0.006577264	0.002957048	0.02229368	0.04626164	0.001390973	0.009277805	0.009801885	0.02436014	0.006791144	0.007495594	0.03494836	0.0735867	0.0058671	0.01410547	0.0363215	0.009311013	0.003437935	0.005666264	0.01527262	0.1595698	0.01345649	0.01456143	0.008507777	0.03924312	0.003250142	0.008751294	0.02215531	0.03059622	0.001691621	0.06879646	0.04538185	0.001526719	0.004757603	0.04657861	0.006454201	0.005249071	0.01002189	0.01777483	0.04051487	0.01194832	0.01804392	0.00537839	0.01442613	0.01275467	0.008921301	0.01223444	0.003972375	0.00031431	0.01819423	0.02561558	0.02111008	0.00463376	0.008924315	0.02070941	0.172788	0.16935	0.151405	0.150729	0.177978	0.177751	0.25535	0.242929	0.254607	0.247113	2.204518
790	-11118.08	-11185.08	66.99867	0.006416947	0.02104754	0.03320773	0.005932978	0.03412621	0.001201781	0.03372567	0.004473191	0.01337448	0.01601543	0.007178028	0.0402535	0.01981807	0.02520774	0.03082398	0.05396138	0.01368765	0.001272149	0.07811685	0.05608052	0.008073607	0.001211905	0.009381337	0.03477367	0.01485627	0.0005028542	0.04579667	0.009554051	0.07282974	0.02162629	0.08615385	0.007465058	0.05920428	0.06653818	0.03478514	0.02859645	0.1289653	0.004997653	0.04192532	0.01234758	0.004758393	0.005199941	0.03986223	0.004780555	0.006650745	0.02097561	0.04963242	0.0007253669	0.00921837	0.01829875	0.02613497	0.006712435	0.01062422	0.02936734	0.0625014	0.01886384	0.01108097	0.04965605	0.007779072	0.00260573	0.01730467	0.01080733	0.1357325	0.01410717	0.01637456	0.002063033	0.04729724	0.002654541	0.006113114	0.01018881	0.03343373	0.002270783	0.06879646	0.05365272	0.00123805	0.003564507	0.0501491	0.006597122	0.008928775	0.004312779	0.01661405	0.053977	0.01788383	0.01308482	0.01717063	0.01234949	0.01816884	0.00784285	0.01121786	0.00591008	0.000100074	0.009192226	0.01995837	0.01067404	0.01008045	0.01365795	0.01354955	0.176396	0.166056	0.158972	0.158262	0.186874	0.153439	0.258313	0.245748	0.257561	0.238378	2.317955
800	-11122.51	-11190.31	67.79931	0.008640417	0.02036849	0.02389087	0.008809409	0.03558927	0.002021569	0.01813467	0.002755538	0.009795099	0.01020326	0.003243261	0.03249196	0.01920007	0.0266948	0.0250302	0.06223283	0.01879405	0.0009834216	0.07811685	0.05666238	0.02562225	0.001266543	0.01313206	0.02857586	0.01330114	0.002469777	0.04838417	0.01655498	0.07131696	0.01854489	0.07680499	0.007739959	0.05482658	0.04064593	0.03327633	0.03017075	0.1289653	0.002415752	0.04175614	0.01012038	0.008837502	0.00506901	0.03320769	0.004727646	0.004201087	0.02972283	0.0442725	0.0007843241	0.01188441	0.006810646	0.006658965	0.0113245	0.01012624	0.02963121	0.07805291	0.02009192	0.01313991	0.04450169	0.004297385	0.004490999	0.008497202	0.01110234	0.1196894	0.01568091	0.02239276	0.003071527	0.06487803	0.003821035	0.005157477	0.0180806	0.03368019	0.001255218	0.07916848	0.06548091	0.001130461	0.003952487	0.03380897	0.003862026	0.00655198	0.01014344	0.01570497	0.03423322	0.01526783	0.01909833	0.01853515	0.008658497	0.02419698	0.01309409	0.01517894	0.006525138	0.0002336037	0.007997941	0.02858105	0.01511055	0.002865871	0.01435383	0.01549056	0.151315	0.167023	0.16282	0.167596	0.194094	0.157152	0.258924	0.246329	0.255806	0.238941	2.267915
810	-11122.98	-11191.85	68.87726	0.003611776	0.01546958	0.04155579	0.01148214	0.03166261	0.0005834273	0.01435647	0.001128492	0.01278258	0.01278026	0.005514637	0.03304892	0.02346509	0.02156718	0.02023035	0.05967785	0.01564564	0.000889625	0.07468362	0.03219833	0.01636213	0.003136508	0.008402089	0.02737609	0.01040265	0.002538267	0.04429585	0.01523127	0.06219751	0.02163426	0.08571552	0.007072924	0.06643015	0.05039417	0.0301039	0.03008143	0.1264249	0.001762425	0.05563446	0.01142012	0.003834208	0.002052081	0.02967002	0.005585381	0.004954434	0.02384791	0.06108376	0.001560726	0.008854458	0.005372167	0.01523642	0.0121761	0.008600071	0.02813881	0.07271592	0.01156641	0.01876967	0.03750565	0.01469175	0.002695384	0.005295929	0.01722625	0.1170204	0.01629063	0.007847775	0.01226451	0.04651348	0.004436737	0.005756762	0.01781955	0.02489146	0.001484071	0.06635149	0.06113581	0.0008048494	0.005993066	0.03420903	0.003786608	0.005366747	0.01353734	0.0150606	0.05294661	0.01224543	0.01752766	0.007903081	0.01267866	0.01333011	0.006444373	0.008693041	0.005232376	0.001524063	0.01088411	0.02420021	0.01204369	0.01059943	0.01018532	0.03314885	0.159672	0.185133	0.170381	0.181228	0.129393	0.174192	0.263253	0.250448	0.243363	0.242936	2.200542
820	-11104.43	-11173.48	69.05475	0.003542775	0.02330932	0.04115916	0.003831103	0.03502497	0.0004557503	0.02070346	0.005472165	0.01094611	0.009969654	0.003362042	0.04199821	0.0280351	0.02417791	0.016132	0.0673725	0.01088176	0.0006190817	0.07383981	0.04677042	0.01550556	0.001297255	0.01571339	0.02795884	0.01200833	0.0009854196	0.04473466	0.01847728	0.06348832	0.02118371	0.07812993	0.005183609	0.06398957	0.04681682	0.04413932	0.02473496	0.1170968	0.003613555	0.04179882	0.01372734	0.003497619	0.004285704	0.0221596	0.002598068	0.006299546	0.01735775	0.0472312	0.0002747565	0.01241542	0.01270365	0.0124368	0.009498261	0.01318973	0.03082491	0.07333029	0.01641747	0.01039206	0.05508	0.008869142	0.002591177	0.004718164	0.01252059	0.1112351	0.009893888	0.02187003	0.00688565	0.0443469	0.005812589	0.007420181	0.01695403	0.05051361	0.001662485	0.06781691	0.04725189	0.002950951	0.00631274	0.03881477	0.004330878	0.009657643	0.009557056	0.02648773	0.04161963	0.01576544	0.01262278	0.006914248	0.01115366	0.01092068	0.007266556	0.01458344	0.003938114	0.001357041	0.009436072	0.01634888	0.01246619	0.005568689	0.01113689	0.01169719	0.15891	0.168923	0.148392	0.180363	0.17005	0.173361	0.263124	0.250325	0.243244	0.243307	2.189449
830	-11112.95	-11180.23	67.28362	0.002250447	0.02353572	0.02370287	0.0112758	0.03284223	0.0002181234	0.02768783	0.005368301	0.008778254	0.01136902	0.007780117	0.0394416	0.01968475	0.02912152	0.02815646	0.05908784	0.01033885	0.0004314215	0.07071301	0.05383544	0.01887022	0.002513314	0.01517229	0.02446433	0.01599221	0.001739926	0.04120874	0.01035193	0.06651781	0.01584364	0.07366059	0.007273953	0.06733523	0.06146306	0.03513727	0.04466586	0.174365	0.008786512	0.04501715	0.004672	0.003178177	0.004808836	0.03077145	0.004000671	0.003966662	0.02085766	0.05778495	0.0002624675	0.01677539	0.01201355	0.00586954	0.005991672	0.01585923	0.03189047	0.07000942	0.01842427	0.009540749	0.04943627	0.007446027	0.004661523	0.008587045	0.01924492	0.1169516	0.004908306	0.01217436	0.007865142	0.04140955	0.005901504	0.008170049	0.0213166	0.0409961	0.002900088	0.06864035	0.04707857	0.004903242	0.007038941	0.0418586	0.004242132	0.01307494	0.01191121	0.0159657	0.04320078	0.009804295	0.02236485	0.008793562	0.01039331	0.0192759	0.007429036	0.01280638	0.007503501	0.004175665	0.01401981	0.01591985	0.01236461	0.003779503	0.01291769	0.01603775	0.154491	0.164175	0.172281	0.175294	0.16527	0.168488	0.262493	0.249725	0.245058	0.242724	2.300145
840	-11138.51	-11205.72	67.21315	0.003824014	0.0298007	0.04108157	0.01125493	0.02220568	0.0001052456	0.01984555	0.001812676	0.01319784	0.0122229	0.006543065	0.04777979	0.03346501	0.03114263	0.02931377	0.08624732	0.01362635	0.0002171707	0.05149234	0.04829772	0.01556123	0.0007569312	0.02148494	0.0355037	0.008662368	0.002483426	0.04986082	0.01273098	0.08604168	0.02690002	0.05224979	0.004526846	0.05356459	0.04467702	0.03285606	0.02711554	0.1380999	0.01104616	0.05267696	0.005340293	0.00522772	0.004705801	0.04351404	0.004445422	0.003156373	0.02110067	0.03076165	0.002294773	0.01316585	0.007058665	0.03105063	0.003981902	0.01033414	0.03979394	0.06597394	0.01481525	0.0124886	0.04943627	0.005157705	0.001790115	0.007172431	0.01101079	0.1321289	0.008376656	0.01766622	0.0131114	0.04848944	0.009876511	0.004638832	0.01446561	0.02689394	0.002176878	0.07429072	0.05178471	0.004689961	0.00433722	0.05382715	0.004099511	0.01323226	0.006388295	0.0159657	0.04963037	0.01505695	0.01848606	0.007238403	0.01248532	0.01902697	0.005391295	0.00775356	0.008039282	0.003976717	0.01080307	0.02096685	0.01842051	0.004983736	0.01282099	0.00897705	0.154264	0.163933	0.172028	0.176509	0.165027	0.16824	0.262493	0.249725	0.245058	0.242724	2.304549
850	-11103.07	-11172.32	69.24818	0.006610581	0.01956243	0.03900692	0.00553767	0.04160338	0.0001658619	0.02641213	0.0008874358	0.008021578	0.01129103	0.006165077	0.03566973	0.02238469	0.02856532	0.02753281	0.07660312	0.008507987	0.0001248216	0.06092836	0.04821385	0.01225928	0.001375135	0.01510098	0.02162685	0.01535581	0.001313195	0.05070812	0.01167721	0.07238726	0.01734249	0.07870423	0.004697717	0.0575895	0.0532147	0.02926508	0.02456791	0.1017203	0.005261656	0.03908138	0.006681606	0.004231545	0.00216704	0.0371862	0.005731368	0.003474008	0.02514713	0.04403798	0.002761655	0.006727405	0.007248102	0.01195919	0.00125887	0.009382126	0.03411678	0.07457918	0.02171892	0.01171067	0.04057022	0.01572475	0.002671803	0.006502107	0.02164993	0.1083725	0.007580691	0.01994268	0.01226085	0.04655152	0.01371485	0.004034567	0.01662222	0.02714851	0.006816785	0.06512664	0.04203193	0.003231197	0.001645123	0.03590626	0.005950998	0.009519677	0.01087114	0.0149066	0.05766731	0.01495122	0.0183939	0.009749791	0.01652901	0.0231252	0.002388537	0.01425333	0.002066171	0.001915912	0.01205008	0.02177782	0.01125747	0.01275107	0.0077425	0.01422354	0.152901	0.171904	0.170507	0.174949	0.162985	0.166754	0.268976	0.24753	0.242904	0.24059	2.17736
860	-11113.54	-11182.21	68.66743	0.005580577	0.02254606	0.02378048	0.005011227	0.02846874	0.0002045183	0.02877191	0.001771282	0.01054814	0.01024218	0.006675518	0.03936957	0.01979566	0.01924844	0.02630538	0.05221376	0.00485592	0.0001317819	0.08633628	0.05333066	0.01376333	0.002192741	0.009230552	0.02023319	0.0140056	0.001283946	0.04445558	0.01281127	0.06683941	0.01805792	0.08501282	0.006639378	0.06029022	0.06173395	0.03191737	0.03132265	0.1350268	0.003855042	0.0474089	0.003482825	0.004492455	0.00742208	0.03764288	0.002778607	0.01197569	0.01552309	0.05713512	0.003501893	0.01331926	0.01001194	0.01868441	0.0006370463	0.005734479	0.02325725	0.0734001	0.01607446	0.01013879	0.0322745	0.00826368	0.004608366	0.007217944	0.01217154	0.1228324	0.01869345	0.02024794	0.007797869	0.0402543	0.009933696	0.00370943	0.01747093	0.02980125	0.00753527	0.07680453	0.03891424	0.006813301	0.001587909	0.04461323	0.003530236	0.007799155	0.01098514	0.01147743	0.03992286	0.0279962	0.02658784	0.006399514	0.006601909	0.01529551	0.001839265	0.01358208	0.008923223	0.001148365	0.01166897	0.03475731	0.01173008	0.01010335	0.01460185	0.01067949	0.155863	0.175235	0.173811	0.158964	0.166143	0.169984	0.268976	0.24753	0.242904	0.24059	2.213657
870	-11115.1	-11184.3	69.20013	0.005371437	0.02542593	0.0287238	0.006372865	0.03143033	0.001156683	0.02341963	0.00152646	0.01578853	0.01016035	0.005902993	0.0515221	0.02569353	0.02524097	0.01707219	0.06640022	0.006259264	0.0003945831	0.07446652	0.03862153	0.02401221	0.001824254	0.01426684	0.02731389	0.006520137	0.0009254428	0.03876887	0.006868572	0.07585703	0.02563014	0.07592888	0.01088297	0.04220874	0.04450818	0.02768293	0.03057386	0.1303045	0.003263423	0.04369474	0.007564717	0.01162336	0.007264514	0.02818093	0.00165874	0.005963319	0.03261657	0.05485737	0.003834423	0.01566457	0.008742947	0.008472645	0.0004604967	0.007761997	0.03526028	0.05892864	0.01247216	0.01527439	0.03411101	0.00727128	0.00672882	0.007181268	0.01020384	0.1179269	0.01571371	0.01821009	0.007590163	0.03916986	0.01244073	0.004844666	0.02148476	0.0296692	0.005297204	0.05688443	0.03992226	0.005672157	0.002613572	0.03145949	0.003451419	0.00834877	0.01017436	0.02263915	0.0646413	0.02165879	0.02213853	0.01077858	0.009485287	0.01403444	0.002531224	0.01467932	0.003311867	0.00137778	0.01152355	0.025089	0.008848676	0.01128151	0.01704871	0.01433785	0.152023	0.189969	0.169529	0.154707	0.162049	0.171723	0.268976	0.24753	0.242904	0.24059	2.180363
880	-11122.4	-11189.74	67.34614	0.004001631	0.03024324	0.0460409	0.01520834	0.02915987	0.0030671	0.03301398	0.001781858	0.005803279	0.01578421	0.006198721	0.04809012	0.02106138	0.02426205	0.02573739	0.071904	0.01040771	0.0009095909	0.07585607	0.04075815	0.006953952	0.001407483	0.01165564	0.02742438	0.01609871	0.001251226	0.05927877	0.01198648	0.07788841	0.02013516	0.08289999	0.005990198	0.05524799	0.05554268	0.0293689	0.03178289	0.1197994	0.006988883	0.05044608	0.005138503	0.01335097	0.003020568	0.02964101	0.002968004	0.003969383	0.01918113	0.04790706	0.004404653	0.009834601	0.008929825	0.02134182	0.001398634	0.00939604	0.03350412	0.07053911	0.01245833	0.0113421	0.03928149	0.01356023	0.008460435	0.01048986	0.01589606	0.1221726	0.007375363	0.01189058	0.003130374	0.04891674	0.007149134	0.005532078	0.01122833	0.02359311	0.009130964	0.07663049	0.05606205	0.00614533	0.003168938	0.04244257	0.0119376	0.01522654	0.01539755	0.01502237	0.03800366	0.01711482	0.01306298	0.01061083	0.01645394	0.007897897	0.003207231	0.01177175	0.006407017	0.0009718877	0.01089286	0.02125269	0.009929835	0.01117343	0.02174321	0.02613976	0.157704	0.187158	0.150862	0.164377	0.168105	0.171794	0.268976	0.24753	0.242904	0.24059	2.296237
890	-11127.81	-11194.2	66.38631	0.00628711	0.02433744	0.03910626	0.01723339	0.03214425	0.001152321	0.02195669	0.002793928	0.008374946	0.01621414	0.004179398	0.02874205	0.01727592	0.02784758	0.02043403	0.07278313	0.01236157	0.001612437	0.05885753	0.03588044	0.01509792	0.002331406	0.01504268	0.03499457	0.009190926	0.0002218437	0.05474971	0.009529264	0.06223939	0.01406917	0.06731883	0.00626206	0.07615639	0.07559423	0.03723399	0.0402017	0.1395594	0.007800591	0.05133287	0.005302548	0.009483961	0.003639859	0.03916352	0.002903941	0.00843739	0.02836458	0.05341124	0.0009409886	0.01276228	0.0108122	0.01406331	0.002398861	0.007577551	0.04197323	0.07534143	0.01303306	0.01205269	0.04202127	0.01004819	0.003461094	0.009399416	0.01879805	0.1221726	0.01458294	0.01402668	0.002487217	0.04476011	0.01285994	0.002560795	0.02437482	0.03048487	0.004265951	0.1001964	0.07113821	0.006426032	0.00301494	0.03543444	0.004431024	0.0137601	0.005509165	0.02639948	0.04420617	0.01345035	0.01687697	0.01047961	0.01488932	0.01240089	0.003376906	0.01440167	0.008876086	0.0008706142	0.006766461	0.02509463	0.01255937	0.0171164	0.008865004	0.01321842	0.161968	0.175527	0.154942	0.146534	0.172275	0.188754	0.27071	0.242679	0.24447	0.242141	2.356227
900	-11123.58	-11192.11	68.53055	0.008107095	0.02843919	0.03313502	0.01544119	0.03946467	0.001092125	0.02312774	0.004969346	0.007722325	0.01040349	0.006274498	0.05258292	0.02584106	0.03175356	0.02780131	0.08108785	0.006835235	0.0008984579	0.07503624	0.04007315	0.01414441	0.002066982	0.006174056	0.02327212	0.006556387	0.0005766457	0.03895099	0.00841887	0.05503275	0.02482726	0.07544802	0.01133255	0.06424573	0.06725485	0.04122009	0.03158282	0.1387767	0.004704522	0.04069509	0.009087559	0.004692216	0.00209187	0.02362839	0.003183189	0.01071052	0.03121416	0.0398971	0.0009240353	0.01010207	0.01569226	0.01860902	0.002499521	0.01077011	0.02528751	0.06319644	0.01217772	0.0151165	0.03157243	0.01136266	0.006252852	0.007792388	0.01213791	0.1019958	0.009669838	0.01917037	0.005207531	0.03824579	0.01238841	0.001289339	0.0148708	0.02758239	0.01107638	0.09089179	0.04565639	0.002528649	0.003285276	0.04690804	0.001535939	0.0148297	0.01669639	0.01412745	0.03580717	0.01041524	0.01623144	0.004729506	0.01162715	0.0120519	0.003717398	0.01519774	0.01049206	0.0006777014	0.006328474	0.01484271	0.01061493	0.0229465	0.01221439	0.01299531	0.150764	0.174993	0.169935	0.172595	0.143534	0.188179	0.256099	0.252161	0.244624	0.247116	2.222212
