Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5550	-11120.81	-11188.47	67.65372	0.006349144	0.02680744	0.05010842	0.004716894	0.03646524	5.873441e-05	0.03239044	0.005156319	0.01371758	0.005024906	0.006008712	0.05619117	0.03622792	0.02772139	0.01846031	0.0548993	0.01647393	0.0001448806	0.08837801	0.05479486	0.00926709	0.002476877	0.007340401	0.02536024	0.004339751	0.0008158158	0.04367018	0.01696016	0.07095274	0.01576763	0.06127253	0.005845326	0.06366525	0.0592202	0.0311493	0.03224307	0.1422687	0.004399169	0.03610053	0.008438842	0.005562076	0.003112617	0.04910896	0.008700628	0.002612544	0.02786119	0.04942035	0.0009252212	0.01011452	0.007514154	0.009453358	0.00804751	0.0174874	0.03040767	0.06435632	0.01456613	0.009911241	0.04517144	0.0114411	0.003776037	0.006242331	0.0102891	0.1168973	0.01458771	0.0202913	0.007672587	0.03779125	0.0122959	0.004774061	0.01614915	0.02070166	0.008574408	0.09030806	0.05067798	0.00387133	0.005602611	0.04034003	0.003114564	0.00514337	0.005359393	0.0158817	0.03734025	0.013774	0.0248959	0.01184738	0.01202688	0.02387781	0.004358594	0.01204388	0.004980647	0.001867569	0.008966508	0.01757459	0.01095423	0.005647111	0.01403575	0.015057	0.152154	0.191459	0.165342	0.170857	0.147394	0.172794	0.269375	0.2447	0.250821	0.235104	2.277014
5560	-11131.81	-11200.49	68.68648	0.00207667	0.02917519	0.03993131	0.004395006	0.03002707	0.0002710758	0.02008461	0.01454186	0.00668253	0.009926491	0.007214894	0.04466952	0.01168289	0.02390724	0.02648991	0.05688648	0.01526902	6.269482e-05	0.07257385	0.0404522	0.01112506	0.001800177	0.02450185	0.01865928	0.004705424	0.001171633	0.05379757	0.006587028	0.06265658	0.04242181	0.08352104	0.00788549	0.05581847	0.04083387	0.03407505	0.02718195	0.106084	0.007732193	0.04427502	0.009511005	0.002514411	0.005378885	0.0290671	0.003896239	0.00499728	0.03094888	0.04451537	0.002019411	0.01060654	0.01310052	0.01504098	0.006924019	0.006603633	0.03847712	0.07441688	0.01328808	0.01263999	0.03554584	0.007362013	0.001384464	0.006076388	0.02509889	0.1075534	0.01139746	0.01791997	0.00233921	0.03920312	0.01073309	0.006751489	0.01471134	0.0265674	0.01636675	0.07215449	0.04222366	0.01063683	0.009019664	0.03973391	0.004925464	0.008743444	0.006925981	0.01920936	0.0549038	0.01795084	0.02342611	0.005247367	0.01470097	0.02657737	0.001637036	0.01845959	0.001386149	0.00389515	0.01226385	0.02999443	0.01104397	0.008854856	0.01274011	0.01170041	0.157236	0.164452	0.170865	0.176565	0.152317	0.178565	0.266901	0.251636	0.248517	0.232945	2.212466
5570	-11100.61	-11169.3	68.69425	0.006288195	0.02942758	0.03928904	0.008453645	0.03838827	0.002714358	0.02297965	0.01317787	0.008556737	0.006037611	0.008142513	0.04601278	0.01724253	0.03104495	0.02487714	0.05930773	0.009974883	0.0001333066	0.09519547	0.03664006	0.02072818	0.004524771	0.01187609	0.02110584	0.00835653	0.00159513	0.03496068	0.0101966	0.07075481	0.02143281	0.06987948	0.006121406	0.05888367	0.0522055	0.03064323	0.03670595	0.1394849	0.006327146	0.04160747	0.008359103	0.00427918	0.002662783	0.028991	0.004248767	0.002259373	0.0170888	0.04579945	0.002526103	0.01006085	0.017264	0.01211104	0.001812678	0.007352028	0.0392061	0.07634015	0.01856018	0.01086741	0.04320049	0.009549015	0.003653548	0.01075878	0.01557665	0.1200099	0.008382221	0.0198163	0.004055354	0.03558863	0.006723202	0.003249127	0.02302276	0.03312962	0.01148982	0.070443	0.04517839	0.006316216	0.0061702	0.03201431	0.003241174	0.007763078	0.006388944	0.01549166	0.03960016	0.01765328	0.02394406	0.006892624	0.01542016	0.01260093	0.001427644	0.01139155	0.003397591	0.00224246	0.008637607	0.0188536	0.01597092	0.005841609	0.01111505	0.01471544	0.167675	0.17537	0.160384	0.157894	0.16243	0.176247	0.262386	0.247379	0.244313	0.245923	2.211981
5580	-11124.52	-11192.18	67.66063	0.002275834	0.01443844	0.03878843	0.01036587	0.0485896	0.001076949	0.02584801	0.01041557	0.006555432	0.01272098	0.007025601	0.04588946	0.01771874	0.03118659	0.02751834	0.06172676	0.006318869	4.393646e-05	0.06455597	0.04528194	0.01006481	0.003406694	0.01280324	0.02384891	0.01142768	0.004657274	0.04458748	0.008332467	0.06711183	0.02116621	0.08467119	0.009240648	0.04344763	0.0473017	0.03233302	0.0296765	0.1195643	0.00922846	0.04938847	0.006305132	0.009541523	0.001721929	0.03088677	0.00824012	0.002144102	0.02494186	0.06351407	0.001277166	0.01000385	0.009197409	0.01866295	0.007898208	0.007128367	0.03157794	0.08887887	0.01932121	0.02154917	0.03913908	0.01544031	0.00743152	0.00588969	0.01910169	0.1317264	0.006719554	0.02575188	0.006145602	0.03343622	0.007338254	0.01086887	0.02295025	0.03044741	0.01248222	0.06790807	0.03613738	0.007432202	0.002348619	0.04972677	0.004254915	0.005386957	0.008712227	0.02705996	0.03960016	0.008519118	0.01583154	0.003665514	0.01316675	0.0119571	0.003002744	0.01508991	0.010639	0.001030778	0.01679357	0.01471283	0.01483258	0.0068829	0.01470112	0.0289295	0.155978	0.169253	0.164733	0.162176	0.166834	0.181026	0.262386	0.247379	0.244313	0.245923	2.276582
5590	-11124.43	-11192.54	68.11543	0.008871797	0.02318108	0.02898493	0.005585861	0.03888772	0.001464222	0.03391762	0.0106613	0.01731054	0.01108003	0.005240688	0.04528582	0.01932803	0.02358897	0.02489973	0.04888666	0.01405011	9.738764e-05	0.05758049	0.03477717	0.01471116	0.003448291	0.01639849	0.02456168	0.01155432	0.001256359	0.06034642	0.01569759	0.07672803	0.01468741	0.06896699	0.006455931	0.06269619	0.04764176	0.03311753	0.03392297	0.09901834	0.00634456	0.0452049	0.008140155	0.007673917	0.001526557	0.04200076	0.005726014	0.007096438	0.01930481	0.04720532	0.001684921	0.01365267	0.009318699	0.01831651	0.004643443	0.01060582	0.03431832	0.06440877	0.01389232	0.01250503	0.05327499	0.009632064	0.004251165	0.009833287	0.02322736	0.1187913	0.01632804	0.02826017	0.009908966	0.05723145	0.007221867	0.004833547	0.01422406	0.02574586	0.01031757	0.08636685	0.04298205	0.002343593	0.008190305	0.04365193	0.005062324	0.01259115	0.01178268	0.01722386	0.03445074	0.01172919	0.02410534	0.00676584	0.01260291	0.01346896	0.002444663	0.01868126	0.008053715	0.0001642043	0.007895552	0.007425967	0.01916433	0.009482268	0.01859643	0.01138963	0.168558	0.16479	0.160389	0.167578	0.162434	0.176252	0.262386	0.247379	0.244313	0.245923	2.248157
5600	-11111.18	-11178.06	66.87779	0.005155905	0.02595105	0.03785128	0.005285661	0.03247744	0.0008084864	0.02822911	0.005526173	0.01281388	0.009324546	0.00837173	0.03517959	0.02313145	0.01694081	0.02801259	0.06781427	0.009002075	0.0001002714	0.0823677	0.05981739	0.01584886	0.007593234	0.00994612	0.02793702	0.01208873	0.001771022	0.03659323	0.01057052	0.05993058	0.02682186	0.08794933	0.006856028	0.05530975	0.0629937	0.0312521	0.03055975	0.1399056	0.003887379	0.04257822	0.0101721	0.006629265	0.006667794	0.02443557	0.004375434	0.002735126	0.02122297	0.05732286	0.00181729	0.01430719	0.01363667	0.01491558	0.004553429	0.01127684	0.04480931	0.06290478	0.01960826	0.0162657	0.0437548	0.01284133	0.005427286	0.01050214	0.01000646	0.1371467	0.009868308	0.02055281	0.01113628	0.03725983	0.003827448	0.00511144	0.02491067	0.02982034	0.007904971	0.07991114	0.04942958	0.001553251	0.004013229	0.03558481	0.004586024	0.007045709	0.02021047	0.0237377	0.03839429	0.01574359	0.01650277	0.006538775	0.01178065	0.01519735	0.004766734	0.01023537	0.008916493	0.001069748	0.01695022	0.02651919	0.01630039	0.005589115	0.01342826	0.0192228	0.168909	0.184997	0.160722	0.158446	0.162772	0.164154	0.262386	0.247379	0.244313	0.245923	2.325509
5610	-11110.66	-11177.83	67.16857	0.004067191	0.02476164	0.03167462	0.01115091	0.03768609	0.002775573	0.02319719	0.002134498	0.009281234	0.007045931	0.007149862	0.04494464	0.02279459	0.03993606	0.02351282	0.06476585	0.01491978	0.000333468	0.09081673	0.04363583	0.01971994	0.002155634	0.01606135	0.02116666	0.008183782	0.001964817	0.05732501	0.01070089	0.08259988	0.02372878	0.07164395	0.009313654	0.06089129	0.04957124	0.03120609	0.03055975	0.1268733	0.01130544	0.03449382	0.006702956	0.009337574	0.008492918	0.03106391	0.003732158	0.00330524	0.01880018	0.06457104	0.001498981	0.008668803	0.00657016	0.02010728	0.002215641	0.01336561	0.03538097	0.05909739	0.01903247	0.01215554	0.03629155	0.01085379	0.003077894	0.00617177	0.02879438	0.1289047	0.008430865	0.0192866	0.006998023	0.03965325	0.00833976	0.003323117	0.01925861	0.02367689	0.008958804	0.07124456	0.06495748	0.004391333	0.01451859	0.04526928	0.006516547	0.004537114	0.0106376	0.02657319	0.04395006	0.01556279	0.01503674	0.005651117	0.01188619	0.01514188	0.003948167	0.009573585	0.005910944	0.0007334541	0.008759298	0.01728103	0.0173905	0.006761646	0.009635059	0.01929848	0.15259	0.167252	0.164843	0.171682	0.160231	0.183402	0.25233	0.250751	0.247643	0.249276	2.307335
5620	-11111.19	-11178.42	67.23071	0.006082509	0.02466682	0.03610216	0.00778841	0.04294206	0.0007656876	0.01605237	0.004204803	0.008962073	0.006946249	0.006118558	0.0377374	0.02252554	0.0263005	0.01701985	0.08866694	0.008128911	0.0001989912	0.0897568	0.04323075	0.01495671	0.0006446857	0.01305176	0.02481561	0.01168681	0.00112549	0.03777764	0.01527296	0.07223492	0.01599305	0.08192058	0.01287573	0.06321432	0.06362588	0.02878821	0.03572147	0.1464463	0.009419066	0.0506944	0.007278051	0.00487848	0.002762554	0.03890203	0.001955462	0.002031626	0.02456707	0.06157762	0.001325436	0.00857723	0.01281244	0.02240707	0.0008357534	0.007853251	0.03463586	0.05803549	0.01210779	0.006243076	0.03822757	0.01071473	0.002247845	0.01398043	0.02012613	0.1289047	0.004354886	0.01538223	0.006490889	0.04732421	0.005424966	0.006045509	0.01492847	0.03226609	0.009862741	0.06304514	0.03813684	0.008762394	0.007479334	0.04439846	0.004223395	0.005007453	0.02105579	0.01965028	0.04213488	0.01459493	0.02482659	0.007534473	0.01055955	0.01349986	0.01036038	0.01124026	0.004395665	0.00052162	0.006781606	0.02206641	0.02380549	0.01101395	0.01087661	0.01794982	0.154286	0.197953	0.156991	0.163505	0.152599	0.174666	0.250591	0.249023	0.252828	0.247558	2.303452
5630	-11116.63	-11184.56	67.93108	0.00716904	0.02022091	0.03781059	0.009444107	0.04189143	0.0002557768	0.02440682	0.005532187	0.01838785	0.005604138	0.007241536	0.05378918	0.01562824	0.0282555	0.02063377	0.06083672	0.02302044	0.0005108172	0.0823071	0.03846344	0.009026651	0.001115322	0.01548306	0.01311205	0.01329989	0.002067988	0.05258646	0.01106412	0.07093583	0.02151099	0.07287244	0.005499656	0.04458395	0.05612005	0.04092687	0.03227956	0.1049605	0.009276852	0.03666603	0.006257658	0.005028563	0.004781762	0.03166117	0.001489434	0.004664358	0.0229757	0.04724957	0.003405953	0.01344991	0.01344284	0.02363846	0.002094994	0.01316601	0.03071282	0.07486989	0.01347354	0.01360733	0.03713938	0.01045436	0.001421149	0.009839712	0.0132266	0.1340357	0.006391286	0.01004026	0.008655338	0.04555313	0.01147344	0.005326151	0.01252586	0.03979282	0.003280741	0.08108406	0.05149688	0.005087729	0.01276066	0.04148893	0.004955988	0.005928993	0.01451893	0.02950943	0.02832509	0.01113951	0.02564418	0.008442576	0.01156839	0.0180384	0.01153923	0.0111648	0.0083283	0.0002278622	0.009477234	0.02917781	0.01066842	0.008491434	0.01423904	0.01645098	0.176686	0.187546	0.149316	0.162703	0.157623	0.166127	0.251869	0.250294	0.249017	0.248821	2.259679
5640	-11113.39	-11181.54	68.15362	0.007220271	0.02799321	0.04680537	0.006464265	0.02973186	0.0003405112	0.01765811	0.002609289	0.01289721	0.009863407	0.005975641	0.04065845	0.01729738	0.02809345	0.0246827	0.07198367	0.01324201	0.0006224474	0.07901644	0.04992551	0.01479503	0.001583578	0.01881583	0.02896274	0.01432231	0.001981647	0.04376689	0.008392553	0.05943428	0.01985382	0.08289969	0.005460227	0.05232533	0.04269171	0.0304603	0.04489895	0.1167664	0.008806458	0.04521699	0.01115942	0.002938491	0.00615327	0.0437506	0.00305491	0.004845265	0.03077185	0.04528365	0.0008736615	0.01529676	0.009247704	0.02622598	0.00252422	0.01273427	0.04075334	0.07250483	0.01765918	0.01114829	0.04721217	0.02199979	0.001181006	0.008238938	0.01459915	0.09717602	0.01316249	0.0218895	0.008242421	0.0415474	0.008723499	0.008120548	0.01488961	0.03203401	0.005622042	0.06626648	0.05093422	0.005586793	0.009683166	0.04330848	0.008146898	0.004311803	0.006419994	0.0213354	0.05327714	0.01276112	0.01284698	0.008077584	0.01090362	0.01035842	0.006567271	0.009102229	0.002562711	0.001201633	0.01177898	0.01214956	0.008768229	0.01217926	0.009056332	0.0121052	0.175843	0.176144	0.160468	0.165338	0.156872	0.165335	0.253681	0.252094	0.250808	0.243417	2.24577
5650	-11118.2	-11187.67	69.47186	0.01261704	0.01982844	0.03079414	0.007907339	0.04053778	0.0001989093	0.01448864	0.003792183	0.01181989	0.009244915	0.0101023	0.04009035	0.02836043	0.02829552	0.01987503	0.05591566	0.01932454	0.002001613	0.06936455	0.0547641	0.01246089	0.001182466	0.01385536	0.01927565	0.01776438	0.0007328581	0.04304861	0.01012352	0.05916347	0.01999576	0.07338393	0.01004044	0.05085428	0.0398218	0.03580586	0.03378545	0.1142503	0.002587996	0.049104	0.00555907	0.002590411	0.004419461	0.02612179	0.002529286	0.002316156	0.027889	0.04472508	0.001827393	0.009411236	0.009818171	0.01188843	0.002475209	0.01202113	0.02786519	0.0782795	0.01095236	0.01075084	0.04973321	0.009527006	0.00419304	0.01796713	0.02494277	0.1075585	0.0156708	0.01755561	0.01025731	0.04376462	0.00458526	0.007609836	0.0171716	0.0316122	0.009201537	0.06236051	0.04307959	0.004100546	0.007065096	0.03713396	0.008351032	0.006883549	0.01116196	0.01598174	0.04463176	0.01675618	0.0282891	0.007791364	0.01416497	0.007532889	0.004950515	0.008358551	0.002266663	0.002269116	0.008354734	0.01828821	0.01491499	0.01887948	0.005146013	0.01531664	0.145112	0.187953	0.163575	0.172282	0.152069	0.179008	0.258718	0.2571	0.235933	0.24825	2.16338
5660	-11102.3	-11171.35	69.0428	0.008427397	0.02208474	0.03278892	0.009543388	0.03277564	0.0002382155	0.02344727	0.002334357	0.006117967	0.01157405	0.006532451	0.03447305	0.03130122	0.02696927	0.0233126	0.06714519	0.01538749	0.00177736	0.07281313	0.04794764	0.01925559	0.003518281	0.0123953	0.02165405	0.007606749	0.001669743	0.04399474	0.007354524	0.07703794	0.02217394	0.08094579	0.00633541	0.05886454	0.06355516	0.04095979	0.03226077	0.1180519	0.004100636	0.03990576	0.005756284	0.004114058	0.002379256	0.03679287	0.00269194	0.001283071	0.03272689	0.05348307	0.001142839	0.007926799	0.008652722	0.01832879	0.003214872	0.005403804	0.02642769	0.07716095	0.01611411	0.01674415	0.03871045	0.008294222	0.006937819	0.009459123	0.006859157	0.107095	0.0101408	0.01580538	0.008810475	0.04001821	0.005093191	0.003664727	0.01384968	0.02379638	0.009201537	0.0725449	0.05869631	0.004338673	0.005111076	0.0453548	0.004589789	0.008592859	0.006385545	0.01081553	0.02636974	0.01508277	0.02138972	0.01124586	0.007695622	0.009030053	0.005490718	0.01037293	0.006859375	0.0007946182	0.0119029	0.02116183	0.01903632	0.006740152	0.01140468	0.02247742	0.145112	0.187953	0.163575	0.172282	0.152069	0.179008	0.258718	0.2571	0.235933	0.24825	2.190196
5670	-11105.36	-11174.31	68.94478	0.006738	0.01860097	0.03609153	0.01128552	0.03879671	0.0009458253	0.0284895	0.004527782	0.005709946	0.01744137	0.00913192	0.03637481	0.02245563	0.0210664	0.03055778	0.07077703	0.01168846	0.0005192733	0.05392864	0.04734167	0.01795992	0.001317286	0.01042928	0.02155256	0.009130607	0.0007840112	0.03625131	0.009246574	0.06637434	0.02599295	0.06062726	0.008086682	0.05548194	0.05756861	0.03004078	0.04417098	0.1179703	0.006907065	0.044533	0.003389177	0.006466693	0.001299223	0.03623458	0.003184646	0.003394205	0.02605266	0.03799752	0.0004480433	0.007709754	0.01237691	0.01399578	0.01076783	0.00661919	0.03626577	0.06268135	0.01274042	0.01370016	0.04308567	0.01493654	0.003958608	0.01481232	0.01274873	0.1106608	0.0104885	0.02154557	0.002933728	0.04915087	0.01003981	0.004498633	0.01648198	0.03095203	0.01271439	0.0725449	0.04981933	0.006494857	0.003440031	0.03942921	0.008567002	0.01142041	0.01303639	0.02076587	0.0450847	0.01546762	0.01709074	0.009108938	0.007662627	0.008625531	0.001119812	0.0116897	0.007709673	0.003431696	0.01324161	0.02369071	0.01277366	0.006074106	0.01227439	0.02453257	0.145328	0.188232	0.163818	0.163903	0.152295	0.186424	0.258718	0.2571	0.235933	0.24825	2.196322
5680	-11126.54	-11195.03	68.49548	0.01052514	0.02469749	0.03187484	0.007665219	0.03342609	0.002378358	0.02123434	0.006669467	0.009256839	0.01176635	0.005979789	0.03368223	0.02907659	0.01853644	0.02445312	0.06494388	0.005346512	0.001340536	0.06495056	0.04467361	0.01996751	0.001387478	0.01083089	0.02821524	0.01272682	0.0004277363	0.06275633	0.01065788	0.06988374	0.02338893	0.07134262	0.009279763	0.04926837	0.05003164	0.05215182	0.02631788	0.1321696	0.004480405	0.0467435	0.007347036	0.004875736	0.000743673	0.03834333	0.007369111	0.00363436	0.01402087	0.05097938	0.0004126836	0.01095976	0.008239977	0.009586959	0.01103529	0.01066878	0.02918298	0.05250046	0.01843296	0.007253658	0.03564407	0.01203992	0.005299792	0.01499983	0.01046681	0.1180626	0.01299082	0.01252216	0.008033975	0.04127167	0.004063051	0.006480324	0.01599983	0.0506651	0.008385606	0.08304202	0.04994121	0.007470484	0.002403456	0.04798956	0.004186503	0.008432345	0.006329851	0.01898989	0.03307882	0.01593821	0.02040856	0.003009717	0.009521169	0.02376415	0.0008346404	0.01588073	0.003070019	0.002791776	0.01366819	0.02311464	0.02615124	0.006713427	0.01034764	0.01030722	0.148115	0.191843	0.16696	0.167047	0.155216	0.170818	0.258863	0.257244	0.236065	0.247829	2.224404
5690	-11116.06	-11185.04	68.98026	0.00898955	0.01886918	0.03285759	0.004978864	0.0398731	0.0008554511	0.02249738	0.003995584	0.01291106	0.006609126	0.006126351	0.03787375	0.02367262	0.01762542	0.02635907	0.05910887	0.009381527	0.0005658081	0.06677902	0.04310456	0.02588986	0.00076602	0.01917337	0.02286169	0.009696636	0.0002449439	0.04161646	0.01377232	0.05750854	0.02233826	0.06510548	0.009591093	0.04571475	0.06731522	0.04379861	0.02878124	0.1316777	0.01400964	0.04181092	0.00442445	0.005340567	0.002628445	0.02894458	0.003442232	0.004376779	0.03076014	0.06446736	0.000678917	0.01389785	0.009891001	0.00997046	0.004279503	0.01942503	0.02963535	0.0626362	0.01084334	0.01334568	0.04038648	0.01055662	0.00334892	0.003769692	0.01398101	0.1171252	0.02281429	0.01359269	0.005720279	0.03229179	0.004879565	0.006519184	0.01637681	0.04001639	0.007690791	0.05268839	0.05731574	0.007413602	0.004822055	0.03433751	0.005461335	0.01018323	0.006799058	0.01655662	0.04043015	0.01709678	0.02070569	0.004416126	0.01292226	0.01154616	0.001307498	0.01005036	0.008925281	0.004670726	0.01871812	0.02469085	0.008303263	0.01469997	0.01685261	0.02042743	0.166878	0.183338	0.156227	0.170848	0.153633	0.169076	0.259516	0.239381	0.25265	0.248454	2.194105
5700	-11121.72	-11188.77	67.04459	0.003964851	0.01820915	0.04868858	0.006856799	0.04410461	0.0007299308	0.02351588	0.001236324	0.009915854	0.01318258	0.003689601	0.04810308	0.0284679	0.01719488	0.02172459	0.08023844	0.007058038	0.0004108142	0.08367188	0.04174256	0.01814852	0.0006042641	0.0110457	0.02515368	0.01104709	0.0001044596	0.0529631	0.01464703	0.07332347	0.01996526	0.07114053	0.006659395	0.06465051	0.04913558	0.03445798	0.02927851	0.1170898	0.006242665	0.05600045	0.003853525	0.002201747	0.002790002	0.02236923	0.005571846	0.002289447	0.02353212	0.03816628	0.0004895908	0.01306526	0.01061206	0.01006916	0.007238224	0.006532851	0.0427606	0.06863389	0.02147977	0.01056012	0.03913596	0.01041573	0.005993074	0.004291038	0.0114098	0.08939156	0.007377877	0.02374702	0.01695106	0.04554522	0.01622745	0.007371476	0.01766387	0.0402407	0.007547863	0.09497618	0.05673394	0.00275197	0.007216995	0.04728032	0.004164066	0.01944801	0.01015252	0.01919093	0.04672542	0.02228801	0.02237614	0.003908497	0.01057598	0.01348978	0.00246672	0.01571921	0.01595325	0.002302151	0.01451582	0.01956146	0.01488105	0.009679758	0.01390112	0.02493519	0.170042	0.184171	0.156937	0.164674	0.154332	0.169845	0.25938	0.249903	0.242394	0.248324	2.315084
5710	-11115.71	-11183.38	67.67008	0.008831849	0.02466595	0.04612287	0.005131011	0.03374942	0.0007067449	0.02733687	0.001276879	0.01050737	0.01122734	0.005335173	0.05418724	0.02647529	0.03170397	0.03078445	0.0742467	0.01369577	0.0005835361	0.07883319	0.04634941	0.01447673	0.0006896795	0.01615942	0.01775151	0.004239938	3.664173e-05	0.04089909	0.006393562	0.06430088	0.0248024	0.04987914	0.008238756	0.08164094	0.05312162	0.03302399	0.03410825	0.134301	0.00645633	0.0399286	0.006524253	0.003509894	0.002189405	0.03058017	0.002810843	0.001175851	0.01660677	0.05010076	0.0003627369	0.01961062	0.00762619	0.02247213	0.004835281	0.01201052	0.02471023	0.08494429	0.01830042	0.01182947	0.03551607	0.01201333	0.001521714	0.006483549	0.02023249	0.09555155	0.0105117	0.01334444	0.01981272	0.03959907	0.007547173	0.005949115	0.01765885	0.03215836	0.00537106	0.07031939	0.06014932	0.009492262	0.004864761	0.04774364	0.003781681	0.009763363	0.01452168	0.02023036	0.03846898	0.02228801	0.01162905	0.007247558	0.01122775	0.01841207	0.002827976	0.01698441	0.004607389	0.001820595	0.01019	0.02065417	0.01571683	0.01836488	0.009323771	0.01969082	0.171606	0.185631	0.158381	0.157224	0.155751	0.171407	0.257482	0.255391	0.24062	0.246507	2.275991
5720	-11108.32	-11177.5	69.17598	0.009460853	0.01725811	0.03025556	0.005018146	0.04131746	0.0004178554	0.01667593	0.002033163	0.006559138	0.006641665	0.01068373	0.0307755	0.02473152	0.02814005	0.02467821	0.05620315	0.01870739	0.0009989065	0.06242653	0.03585948	0.009611222	0.001174153	0.01345081	0.0236916	0.009326572	5.801265e-05	0.04585162	0.01780611	0.07452591	0.01690714	0.0712323	0.00894338	0.04859734	0.06300257	0.04251953	0.02984026	0.1145158	0.00278959	0.03890911	0.004915361	0.005029297	0.001684329	0.02881506	0.005688782	0.001341422	0.01950442	0.04945996	0.0004429987	0.01159135	0.00897518	0.01129417	0.0111875	0.01147552	0.04088904	0.08550084	0.01786462	0.008827985	0.03551607	0.01500504	0.002896192	0.002402437	0.01635833	0.1224198	0.008856473	0.01430276	0.01155989	0.04097181	0.01234162	0.003434989	0.02123505	0.03774912	0.006423385	0.08030885	0.04042764	0.005948522	0.01148921	0.04297083	0.007125645	0.01246331	0.01659844	0.02087434	0.03811237	0.01660701	0.01604721	0.007634677	0.0122042	0.01033672	0.002432288	0.01092501	0.004707234	0.001474864	0.008340708	0.02028102	0.0168313	0.009963114	0.01268814	0.01752362	0.155104	0.183233	0.167089	0.165869	0.147874	0.180831	0.262162	0.253781	0.239104	0.244953	2.181872
5730	-11116.15	-11184.19	68.03863	0.00974376	0.03303559	0.02942031	0.005658805	0.02917288	0.0004027207	0.03294495	0.001222948	0.01307674	0.009465676	0.009542237	0.05197598	0.02020169	0.01925956	0.02362692	0.06287058	0.0128345	0.003276432	0.07406894	0.05434869	0.02224856	0.0002494064	0.008427208	0.03011931	0.01134104	9.317673e-05	0.05466252	0.01094344	0.06417723	0.02135642	0.07107293	0.003679515	0.05401545	0.04744109	0.03789556	0.02719398	0.1555672	0.01179441	0.0359099	0.008846362	0.003840396	0.002311168	0.02847593	0.006385284	0.003087972	0.0289505	0.04344429	0.0008510237	0.008390507	0.01406817	0.0204087	0.006562489	0.003487381	0.0261816	0.06287552	0.02073474	0.01272294	0.03480208	0.01400585	0.001338196	0.003777237	0.01191032	0.1361128	0.01088878	0.0152798	0.003772569	0.04273541	0.008185698	0.007443662	0.01308495	0.03518042	0.01096475	0.06546326	0.0520434	0.005767657	0.01454346	0.03373228	0.01060034	0.006026195	0.006806972	0.01820207	0.03969724	0.01284011	0.01388668	0.01869601	0.01130209	0.01704945	0.001137762	0.008283391	0.006868663	0.0007869336	0.01710852	0.02183994	0.01409612	0.009888471	0.0146192	0.01622459	0.164026	0.187433	0.146799	0.162008	0.152836	0.186899	0.259789	0.251485	0.24599	0.242736	2.252957
5740	-11114.25	-11182.07	67.81271	0.004508539	0.01564244	0.03633667	0.008723712	0.03906578	0.0008404678	0.02302143	0.0006210609	0.009190815	0.01669452	0.003801904	0.04554243	0.01986065	0.02277076	0.0280481	0.05359593	0.01382862	0.005180571	0.08567804	0.05315212	0.01470184	0.0001590245	0.01343984	0.02612858	0.01058937	7.798525e-05	0.05221339	0.01228005	0.07716973	0.02340379	0.07605086	0.006457743	0.05401545	0.04582625	0.03238353	0.02613212	0.1346318	0.00554908	0.03496794	0.005698555	0.002258615	0.004558006	0.02798912	0.009849539	0.00333744	0.02895672	0.04269352	0.000699887	0.01555558	0.007650522	0.01837488	0.00438485	0.004461096	0.04235323	0.06785801	0.009107757	0.01869227	0.05191041	0.01160327	0.0006358083	0.004583193	0.009898256	0.1264152	0.01045761	0.0153546	0.001999436	0.04308251	0.01206321	0.002612176	0.02359273	0.02577293	0.01107341	0.05999814	0.05602544	0.01443281	0.004156766	0.05433918	0.004574972	0.007914854	0.007307759	0.01732264	0.04472113	0.01309487	0.01701245	0.008957192	0.01613625	0.01410526	0.001684711	0.01012137	0.004505203	0.0007640623	0.01268142	0.03720208	0.01647982	0.00617848	0.01971283	0.01982988	0.164026	0.187433	0.146799	0.162008	0.152836	0.186899	0.260629	0.252298	0.243552	0.243521	2.267077
