Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-2539.517	-2576.026	36.50888	0.0593482	0.0118839	0.0439748	0.01984862	0.09483287	0.1222015	0.1331967	0.1128655	0.07766044	0.0025512	0.01252717	0.1797375	0.01670833	0.0008196298	0.06774135	0.03334379	0.03241759	0.007817306	0.02477437	0.0009677127	0.01412681	0.02053776	0.09839409	0.02064537	0.01837924	0.009506963	0.006125096	0.04379548	0.07539811	0.0124522	0.03477883	0.0008931056	0.01640478	0.0263295	0.1158801	0.0374069	0.006761852	0.244726	0.0694666	0.188719	0.0401152	0.320685	0.136289	0.166591	0.340484	0.447504	0.0454209	1.613035
10	-1748.984	-1777.415	28.43143	0.07970278	0.1174667	0.0959143	0.03423137	0.1428155	0.1277091	0.1798659	0.04889947	0.1041927	0.007410465	0.03709146	0.103283	0.0166379	0.00605862	0.1917694	0.06727703	0.03903787	0.01479964	0.04852569	0.0004590118	0.02576847	0.01885996	0.06715811	0.0926579	0.02259325	0.07424582	0.005164893	0.07082545	0.1225621	0.007879992	0.02126302	0.0003106528	0.02465479	0.02716249	0.04093109	0.03095177	0.001737651	0.194042	0.0450426	0.482306	0.0317019	0.20447	0.042437	0.0981825	0.165417	0.662014	0.0743869	2.117875
20	-1505.995	-1524.4	18.40448	0.07786215	0.1865833	0.2004708	0.009192636	0.08604494	0.17506	0.1690727	0.01845457	0.1987464	0.03832209	0.08361634	0.07856225	0.04543385	0.02153751	0.03941304	0.1264112	0.02335941	0.02380408	0.02023498	0.0003195539	0.07304244	0.01918169	0.03609287	0.2942615	0.05648882	0.1116318	0.005579577	0.09170771	0.1879616	0.01000237	0.03618233	0.0006695797	0.02460649	0.03129256	0.05646795	0.08352495	0.003363657	0.234201	0.0462469	0.384858	0.039208	0.236677	0.0588092	0.176068	0.181589	0.545818	0.0965256	2.74456
30	-1439.548	-1449.135	9.586732	0.1346059	0.2065294	0.1600284	0.02986611	0.1275944	0.08913674	0.1686659	0.005458074	0.155793	0.07542606	0.07232421	0.06294907	0.1539309	0.07978299	0.01894345	0.1439626	0.0296168	0.02601152	0.0300466	0.0003524438	0.1468462	0.03063025	0.02196337	0.304907	0.03053814	0.1883619	0.002835367	0.05483362	0.3473519	0.0705114	0.05638847	0.0008393691	0.06338888	0.03904823	0.06012816	0.09733601	0.008736012	0.297976	0.0530245	0.212308	0.0988639	0.270591	0.0672362	0.204791	0.165369	0.497066	0.132774	3.295669
40	-1423.519	-1420.6	-2.918725	0.1144671	0.1818963	0.2222456	0.03441731	0.1536248	0.09818651	0.2146252	0.003735898	0.3363427	0.1791519	0.04318473	0.05997982	0.1556192	0.1609042	0.01006541	0.1674388	0.0496426	0.01228138	0.05436608	0.0001545975	0.1134725	0.07645318	0.04074014	0.2846146	0.06204925	0.1686369	0.01172112	0.1109811	0.2530073	0.1374906	0.04916407	0.0006241498	0.03837489	0.1936962	0.1539899	0.1034202	0.02649375	0.298076	0.0508585	0.203636	0.0948254	0.268604	0.0840005	0.238636	0.247922	0.361426	0.152016	4.07726
50	-1409.445	-1411.376	1.930756	0.1551535	0.04234353	0.1996583	0.03511683	0.1772983	0.09061373	0.2255614	0.00338678	0.1826014	0.119381	0.05377682	0.09807137	0.1496639	0.1374481	0.009839182	0.1331215	0.04790601	0.03657339	0.08262096	0.00105553	0.09398441	0.06614835	0.06368787	0.4727766	0.1169987	0.03686769	0.01768706	0.07504785	0.2176201	0.06331473	0.04201581	0.0007450467	0.03407071	0.08201887	0.1482389	0.1081136	0.1536395	0.240702	0.0559641	0.229414	0.130015	0.21446	0.129445	0.246232	0.255016	0.334449	0.164303	3.774167
60	-1412.422	-1405.576	-6.846389	0.1173685	0.1543965	0.155659	0.0455166	0.2702231	0.04610966	0.2446696	0.02674259	0.2892289	0.147535	0.148211	0.115136	0.1712744	0.1302347	0.03052175	0.1361475	0.04969198	0.0448611	0.01586483	0.00335684	0.02506745	0.03366642	0.01378422	0.3542976	0.1382683	0.07560739	0.03285367	0.07001441	0.3174603	0.04700973	0.03374136	0.005833971	0.0440421	0.1934653	0.2479583	0.216983	0.1299359	0.256836	0.067876	0.244791	0.111119	0.206536	0.112842	0.266425	0.244103	0.359437	0.130035	4.322739
70	-1404.589	-1396.52	-8.069021	0.1129031	0.2342347	0.2452281	0.02985016	0.141067	0.01535864	0.3123156	0.02878033	0.276198	0.06057238	0.1629372	0.08292456	0.2983321	0.1558026	0.0139904	0.125902	0.06478452	0.03535506	0.09580039	0.001962517	0.02118303	0.07686989	0.005403132	0.2706042	0.09833628	0.07898826	0.02918322	0.08943103	0.2495109	0.1079449	0.05827502	0.01563348	0.06361917	0.1337927	0.2306221	0.1786218	0.1968349	0.243732	0.0631369	0.219283	0.121866	0.22762	0.124362	0.265248	0.220797	0.344093	0.169863	4.399153
80	-1403.937	-1398.43	-5.506747	0.1636901	0.04463007	0.2052759	0.02919376	0.2178911	0.04765102	0.2236061	0.01181906	0.2452716	0.09331871	0.1834926	0.09081568	0.210137	0.2309894	0.008160174	0.1728212	0.03049545	0.04297602	0.02101318	0.004110961	0.08885495	0.06084283	0.006664614	0.2439356	0.074342	0.2469288	0.01726641	0.08830335	0.2995353	0.09251071	0.06760802	0.008309312	0.03381349	0.1840589	0.1508723	0.162049	0.1357565	0.288647	0.0617545	0.173541	0.159378	0.19504	0.121639	0.275063	0.205744	0.356825	0.162368	4.239011
90	-1399.353	-1399.633	0.2799484	0.09872824	0.1083987	0.2103988	0.02221114	0.1041719	0.03266564	0.1933698	0.003855315	0.2406006	0.068931	0.1763877	0.0514004	0.2293391	0.1778038	0.007272834	0.1209984	0.04542714	0.0339581	0.02679035	0.005845573	0.04959007	0.05319985	0.003317019	0.2668447	0.09648179	0.1353976	0.05862785	0.08563925	0.1928095	0.07507739	0.06665427	0.0188608	0.03953553	0.1661301	0.1378694	0.122096	0.3506572	0.260292	0.0582354	0.187439	0.150296	0.232465	0.111273	0.269206	0.201363	0.349227	0.180203	3.877343
