Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-1182.112	-1211.83	29.71779	0.002103845	0.08791763	0.009532843	0.005454433	0.0909793	0.1035828	0.0512201	0.07027828	0.002889555	0.09463515	0.1051364	0.004276229	0.05922422	0.01484603	0.04613007	0.06514853	0.0333631	0.05579163	0.2477185	0.1373959	0.106767	0.02581338	0.006728564	0.06179978	0.01633312	0.002641268	0.00211171	0.0241751	0.07224219	0.02920567	0.05320718	0.02842433	0.06560134	0.001430765	0.05229704	0.1838194	0.01725539	0.318648	0.364973	0.00702709	0.0589953	0.215202	0.0351548	0.0577795	0.770237	0.057823	0.114161	2.037478
10	-702.6121	-737.9099	35.29776	0.004038058	0.06797125	0.01211245	0.01230459	0.1514601	0.07101971	0.04374594	0.04944147	0.02465261	0.1527323	0.07211325	0.003721751	0.1782897	0.05808875	0.04890948	0.0333592	0.07818514	0.04328024	0.04578428	0.07966193	0.05314647	0.04446248	0.01117643	0.01576964	0.007845375	0.001431927	0.0009332937	0.02053103	0.02198721	0.02866369	0.02282065	0.03432802	0.1135423	0.0005929791	0.01206257	0.05540607	0.01315703	0.321853	0.148363	0.0845947	0.185114	0.119717	0.140358	0.268617	0.270406	0.209786	0.251191	1.688729
20	-638.1191	-676.9738	38.85476	0.02877637	0.1119555	0.007301891	0.01005017	0.06779251	0.03602474	0.03539317	0.07768123	0.01364889	0.06795086	0.1265073	0.004382898	0.1076849	0.01531148	0.04528064	0.0611031	0.07309972	0.06142696	0.02695301	0.06364529	0.01792402	0.0240053	0.0009446183	0.008083421	0.04443138	0.0008838641	0.001516218	0.03809858	0.04041555	0.03137266	0.03915358	0.03190708	0.06614463	0.0002045734	0.004530795	0.03826317	0.03656728	0.193943	0.172939	0.0788135	0.206755	0.123364	0.224185	0.268617	0.270406	0.209786	0.251191	1.466417
30	-580.9038	-621.6538	40.75	0.09409654	0.056335	0.009558323	0.06004181	0.04751175	0.05144734	0.03272943	0.0419722	0.007129471	0.01994676	0.1091499	0.0181149	0.0773515	0.01156033	0.04124066	0.07998835	0.03131598	0.1140611	0.03570424	0.02617653	0.00997374	0.01779547	0.001518304	0.006640971	0.009202669	0.004070851	0.005943803	0.06019859	0.05601153	0.01460669	0.03156115	0.02964799	0.06518478	0.0003634193	0.005092982	0.05644139	0.008278183	0.215022	0.129783	0.0982862	0.126848	0.198534	0.231527	0.28241	0.206627	0.227602	0.283361	1.347965
40	-547.1836	-590.7693	43.58567	0.0592909	0.0368315	0.08162424	0.05995145	0.02068266	0.01345636	0.009593084	0.005227939	0.006559185	0.03308525	0.06538686	0.02879227	0.1007061	0.007527934	0.05396814	0.04320706	0.0398699	0.07970365	0.04213395	0.03565566	0.01026031	0.05219758	0.001442538	0.006949624	0.008610055	0.01607735	0.02453947	0.009898322	0.0216065	0.03161976	0.04535033	0.01847779	0.03596273	0.0003462687	0.01769061	0.03835082	0.008100852	0.190729	0.144362	0.114887	0.127089	0.19891	0.224024	0.244291	0.294371	0.216224	0.245114	1.170735
50	-545.4772	-587.3613	41.88409	0.02732929	0.04363272	0.08162424	0.05487072	0.0181921	0.01578192	0.005509871	0.002562958	0.01244639	0.02260343	0.1138006	0.01541854	0.08328482	0.01813096	0.07833403	0.101114	0.04797351	0.08394839	0.03212585	0.1051527	0.004100286	0.05993377	0.002583119	0.01138976	0.01393531	0.03476276	0.02545515	0.007093811	0.001949169	0.03865014	0.03389554	0.01461107	0.01538192	0.00206322	0.009490346	0.01950646	0.0184451	0.203911	0.112158	0.131261	0.201313	0.195288	0.156068	0.24237	0.295014	0.214523	0.248092	1.277084
60	-522.8441	-569.2422	46.39813	0.06063528	0.02021726	0.01237769	0.08275446	0.01298876	0.02017259	0.0150122	0.001518561	0.01221951	0.01663637	0.1039665	0.009494796	0.05992814	0.03734469	0.1122747	0.045962	0.008019673	0.02954414	0.004848307	0.06039738	0.001882553	0.05003936	0.0007799403	0.01966872	0.008456084	0.04509063	0.007693596	0.02751804	0.00559146	0.02861069	0.02688714	0.002281722	0.02388701	0.002372192	0.007649435	0.00726922	0.002965897	0.176406	0.121736	0.191121	0.158378	0.176238	0.176121	0.268115	0.237791	0.261373	0.232721	0.9949566
70	-521.4754	-567.2882	45.81274	0.03413847	0.04636518	0.01645735	0.1001422	0.03174083	0.009354021	0.009232235	0.001635115	0.02317722	0.01092483	0.07958691	0.007664917	0.09667225	0.05818315	0.08354558	0.06276576	0.002776038	0.009378946	0.009190579	0.03632231	0.0008342266	0.02979574	0.0008729855	0.008156946	0.02170917	0.0637968	0.007718467	0.02003173	0.01557932	0.02556095	0.03077657	0.003222215	0.03447557	0.006113595	0.02292845	0.005998514	0.004717993	0.174779	0.123027	0.123339	0.15191	0.202458	0.224487	0.272117	0.217105	0.238635	0.272143	1.031543
80	-510.2969	-557.5222	47.22525	0.04776461	0.02188571	0.007561853	0.06649723	0.04684701	0.02567887	0.01026565	0.003119107	0.04015265	0.01258536	0.03678007	0.004254674	0.1120226	0.06074443	0.05248248	0.06234678	0.002958067	0.02303544	0.003256576	0.02453264	0.00176751	0.03376478	0.0003134093	0.01472565	0.02526378	0.04113729	0.0147977	0.007624363	0.01293077	0.02402432	0.03785029	0.003154179	0.01649544	0.003228679	0.02224857	0.007247519	0.01191519	0.190394	0.103513	0.0876159	0.216597	0.15387	0.248011	0.266854	0.218258	0.240555	0.274333	0.9432613
90	-516.0903	-562.6549	46.56462	0.03910959	0.03259205	0.006042561	0.08380989	0.03844911	0.01746247	0.01697696	0.005099533	0.03354118	0.007650022	0.03198587	0.005414406	0.09577949	0.01531446	0.0436403	0.057521	0.006970113	0.04925528	0.01362045	0.01999877	0.009109985	0.03568902	0.0004988174	0.02531817	0.04386593	0.03979557	0.02050683	0.01529626	0.02007427	0.02761421	0.04639682	0.002021623	0.02517019	0.0008150934	0.01442058	0.01433862	0.02338509	0.206544	0.0564469	0.147462	0.150397	0.195737	0.243413	0.264185	0.165679	0.291452	0.278684	0.9845506
