Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
100	-871.7173	-900.1474	28.43003	5.019946	0.04443154	0.03235036	0.09994359	0.01609962	0.01159092	0.0235642	0.03945846	0.02646423	0.1116564	0.0282716	0.2109903	0.02717314	0.1096835	0.07933774	0.01835406	0.06135264	0.0116737	0.02213493	0.07082267	0.05865926	0.04726116	0.012782	0.02180332	0.02174824	0.0434155	0.003786363	0.0282277	0.02454739	0.001604638	0.03312975	0.04519722	0.1919814	0.1596225	0.01974486	0.1158601	0.01933476	0.07999116	0.344845	0.117665	0.172364	0.0855483	0.0720445	0.207532	0.1121085	0.301986	0.196108	0.255918	0.245988	0.502904	0.804437	1.08327	1.60939	1.974051
110	-877.8001	-910.1887	32.38862	1.751132	0.05719255	0.03619102	0.09874341	0.01010051	0.004737859	0.02851052	0.02726397	0.06513711	0.05497124	0.02047458	0.124418	0.01551858	0.1046262	0.0314425	0.04392947	0.05611128	0.004834899	0.02452023	0.1091553	0.04035079	0.02088191	0.008892229	0.05520907	0.03214528	0.03815012	0.006122152	0.007640648	0.02152419	0.00267431	0.03429533	0.03823175	0.1844061	0.1300794	0.01174837	0.08267821	0.01124497	0.08248551	0.276075	0.134808	0.185703	0.0921688	0.0455414	0.265703	0.04313476	0.305881	0.20686	0.259219	0.228039	0.261643	0.62564	1.0623	2.05041	1.726639
120	-867.785	-902.0666	34.28162	2.498872	0.02327984	0.02592484	0.06554009	0.006389731	0.0081986	0.008991994	0.03788597	0.03317837	0.1165977	0.008872224	0.1183183	0.02171651	0.06660409	0.04803253	0.0251992	0.02196591	0.005591883	0.01573861	0.08043205	0.03004858	0.06043972	0.01838482	0.02938014	0.03006652	0.05652511	0.01240974	0.003672665	0.0415737	0.00393023	0.02453208	0.01353465	0.1972569	0.1322208	0.02478244	0.08155661	0.004687937	0.1048657	0.279258	0.10103	0.212027	0.112637	0.0870944	0.207955	0.1557932	0.266266	0.264941	0.270288	0.198505	0.34635	0.699371	1.07861	1.87566	1.608327
130	-871.7308	-900.8378	29.10703	3.241988	0.03229927	0.03069283	0.1100169	0.01283782	0.01124736	0.01912079	0.03427001	0.009839841	0.07783101	0.01285511	0.1507748	0.05422777	0.123817	0.1772533	0.01761452	0.0393991	0.01030862	0.02343084	0.0943213	0.03573689	0.02803157	0.01893409	0.01921756	0.01005527	0.09638442	0.03230651	0.01183212	0.03119829	0.005767422	0.09381506	0.01292536	0.146925	0.06377549	0.04629904	0.08031066	0.0152445	0.1408216	0.345353	0.167649	0.156105	0.113961	0.0348985	0.182033	0.03504478	0.255395	0.217236	0.22162	0.305748	0.407157	0.744103	1.08348	1.76526	1.931739
140	-872.2441	-900.9335	28.68942	3.144638	0.06373467	0.03442825	0.1361816	0.03878794	0.01686754	0.02044614	0.02337594	0.02937501	0.07938205	0.007391266	0.175112	0.05480696	0.1349645	0.121773	0.01650802	0.06838685	0.006116185	0.02764571	0.05780637	0.05848054	0.04896692	0.02507376	0.0513053	0.001898697	0.1236118	0.03512101	0.01025638	0.02809046	0.01038692	0.07083667	0.01554961	0.1123845	0.09276675	0.02391673	0.07716735	0.007086436	0.05184954	0.302	0.141495	0.167924	0.117681	0.034785	0.236115	0.1706492	0.250469	0.218674	0.223087	0.307771	0.400151	0.739234	1.08314	1.77747	1.957839
150	-872.5106	-903.123	30.61238	8.511452	0.0533985	0.03255804	0.07824692	0.03302346	0.01955459	0.031203	0.02394472	0.01190765	0.07695212	0.003669646	0.1148043	0.08547627	0.1134217	0.06212012	0.02597684	0.0841198	0.003895495	0.02807978	0.08631993	0.06836458	0.08387964	0.01314475	0.04924097	0.003620125	0.09223276	0.02060593	0.008124598	0.06659844	0.01014023	0.06904034	0.008063225	0.08816307	0.1113479	0.02099774	0.04453246	0.02584988	0.08503455	0.372948	0.125602	0.139775	0.122972	0.0291095	0.209594	0.07640981	0.258237	0.215369	0.221442	0.304952	0.604035	0.857882	1.07549	1.46259	1.837654
160	-874.1353	-902.6914	28.55607	4.683173	0.08871199	0.03217744	0.0560615	0.02887669	0.02318739	0.01415604	0.01588517	0.03992451	0.05658397	0.03274372	0.1162351	0.05992328	0.2254139	0.06742924	0.01167635	0.03350926	0.005806648	0.04849573	0.1128478	0.04098578	0.08608382	0.007102086	0.01283058	0.01025914	0.07933384	0.04537189	0.008450858	0.02476054	0.01825856	0.04287831	0.005959974	0.1105701	0.06282914	0.02076568	0.06927403	0.06551702	0.1852966	0.311213	0.153043	0.178855	0.1071	0.0716491	0.17814	0.1112403	0.267043	0.193233	0.224372	0.315352	0.488362	0.79595	1.08381	1.63188	1.966174
170	-875.7215	-906.0611	30.33958	7.768566	0.07033687	0.03628205	0.05422418	0.01160323	0.02085911	0.01234753	0.008517962	0.03208091	0.03994596	0.018966	0.1855544	0.050073	0.1249697	0.07123943	0.01602867	0.05338672	0.004800964	0.03244551	0.1231487	0.06548968	0.06111448	0.02732208	0.0333279	0.02508877	0.06536024	0.03359479	0.002219682	0.02359288	0.0107816	0.02627968	0.02718095	0.1425178	0.07953041	0.0185637	0.05482247	0.08387561	0.1072305	0.31293	0.109763	0.230241	0.11308	0.0746072	0.159378	0.07023553	0.227629	0.285431	0.218133	0.268807	0.587771	0.849891	1.07717	1.48517	1.854704
180	-871.6502	-906.3599	34.70976	4.339132	0.02293869	0.03715861	0.07438332	0.008183319	0.01392022	0.00749062	0.002609494	0.01433603	0.09009729	0.01398007	0.139009	0.08605193	0.08954304	0.08063794	0.01943537	0.01620173	0.009881663	0.04844825	0.1110711	0.05421984	0.05627637	0.03062308	0.009812355	0.01839454	0.05717055	0.02663029	0.001661818	0.01532063	0.01466759	0.01965307	0.02304489	0.1447161	0.06251824	0.0135022	0.05301034	0.05273442	0.04223394	0.304655	0.164362	0.224152	0.0635043	0.0659898	0.177337	0.203158	0.197973	0.248245	0.256193	0.297589	0.472075	0.786176	1.08421	1.65754	1.581568
190	-877.8511	-907.5596	29.70853	1.6076	0.06147232	0.01617885	0.0725516	0.01667257	0.02959392	0.01672753	0.003452268	0.02283953	0.04209324	0.02751031	0.1329779	0.09096626	0.117842	0.0913612	0.02131965	0.03327765	0.04496295	0.04466414	0.1319867	0.0488565	0.03314801	0.01804653	0.002461781	0.01715628	0.1052568	0.03385397	0.001381964	0.01253168	0.0230078	0.05886881	0.01279788	0.09127272	0.1610181	0.01847003	0.1064089	0.02814233	0.1030141	0.336087	0.166601	0.175044	0.0952355	0.0972646	0.129769	0.01383373	0.28169	0.251754	0.176328	0.290228	0.241476	0.605539	1.05616	2.09682	1.894145
200	-890.1325	-915.2241	25.09165	1.720153	0.08430046	0.02328644	0.07657997	0.01628228	0.06328401	0.01014188	0.008684937	0.01903436	0.111349	0.01714384	0.268412	0.1127252	0.1269649	0.06154007	0.0743845	0.03617694	0.01090899	0.03411169	0.1387235	0.08330631	0.0255607	0.02458309	0.004065361	0.02495476	0.1087933	0.02994097	0.003593087	0.02669985	0.1657319	0.06816407	0.003444122	0.09448723	0.04555812	0.01264975	0.04406374	0.02629951	0.09676905	0.35851	0.109681	0.165414	0.0738498	0.0592627	0.233283	0.007463356	0.205557	0.235488	0.295956	0.262999	0.257417	0.621523	1.0611	2.05996	2.1827
210	-871.9198	-901.1187	29.19884	1.836017	0.06611566	0.01927641	0.1496431	0.02154521	0.05525812	0.006647396	0.01010262	0.01572473	0.06697263	0.01929962	0.08535974	0.02845437	0.08387851	0.04417609	0.03919467	0.07662504	0.03723365	0.03713916	0.06976513	0.07530639	0.02946912	0.02029085	0.00581135	0.02768603	0.09298403	0.04646638	0.00568794	0.031897	0.07464499	0.02165643	0.008213378	0.1321225	0.1707374	0.02404417	0.08326294	0.0297157	0.1135919	0.281736	0.146289	0.225961	0.0842591	0.0389809	0.222774	0.007463356	0.235013	0.271299	0.213511	0.280177	0.272882	0.636361	1.06529	2.02547	1.926
220	-884.1615	-908.8938	24.73232	2.275344	0.02964409	0.01090522	0.1111888	0.01989471	0.05673771	0.0147303	0.01192965	0.005357254	0.1033184	0.03805242	0.2667537	0.08505701	0.1657213	0.06236981	0.01708157	0.02242291	0.02788274	0.07199189	0.05260783	0.09659058	0.02505062	0.02202328	0.02805518	0.02434022	0.06417723	0.03232328	0.01478118	0.04022702	0.08143609	0.02169595	0.01203353	0.2057662	0.07337078	0.01699338	0.0923663	0.02429084	0.1559889	0.326571	0.160894	0.149189	0.0625556	0.0633813	0.237409	0.09469724	0.254817	0.263087	0.210399	0.271697	0.324067	0.681426	1.07557	1.91894	2.205158
230	-872.1168	-901.9406	29.82377	2.712226	0.08295976	0.01427296	0.1123797	0.0096067	0.04211937	0.02469507	0.01570835	0.003638846	0.03583867	0.0163135	0.1439212	0.07350652	0.09900865	0.05038262	0.05088857	0.05217763	0.01881066	0.04685922	0.04754183	0.04663082	0.02510782	0.02608986	0.02743401	0.02566794	0.1019342	0.01534852	0.02387181	0.034352	0.06349628	0.03193448	0.009696647	0.126849	0.1778192	0.01605801	0.08789218	0.009849188	0.09628077	0.360694	0.12827	0.150375	0.0562924	0.0743915	0.229977	0.1911429	0.253175	0.248993	0.227885	0.269946	0.365697	0.714238	1.08067	1.83939	1.886943
240	-882.7652	-907.8384	25.07323	1.879847	0.06675826	0.008364719	0.1345131	0.01030927	0.02234252	0.02077142	0.009794652	0.002926098	0.01947543	0.009598507	0.1768493	0.08204022	0.1501406	0.07908474	0.04595581	0.05959351	0.03233975	0.03105287	0.03246818	0.09496327	0.07686466	0.02672923	0.009159951	0.06227315	0.1252904	0.01811882	0.01938852	0.04148727	0.03567403	0.0525372	0.001270094	0.1228537	0.1920789	0.0115758	0.1141326	0.01466812	0.1704069	0.326218	0.194006	0.159878	0.0675449	0.06574	0.186613	0.1770205	0.234357	0.245411	0.224607	0.295625	0.278497	0.641597	1.06667	2.01324	2.183851
250	-879.3463	-908.7287	29.38246	1.971878	0.05174721	0.0126743	0.04670456	0.003886253	0.03798725	0.01974891	0.02107047	0.01055838	0.04623144	0.006879073	0.1622165	0.09111869	0.174921	0.04490495	0.01952577	0.04552636	0.04240758	0.03906051	0.02044399	0.04080636	0.1454583	0.04909421	0.01944177	0.01764431	0.05975216	0.02311647	0.008242645	0.03437019	0.05785593	0.1180363	0.0006759724	0.08973099	0.1538046	0.02029988	0.05745569	0.0223129	0.09881228	0.36209	0.145207	0.204955	0.0594219	0.062478	0.165848	0.02743179	0.219072	0.24483	0.231457	0.304641	0.289894	0.65199	1.06927	1.98885	1.914524
260	-874.425	-902.1501	27.72516	1.408737	0.0499012	0.0322033	0.1281554	0.01059788	0.01983309	0.02977862	0.04173927	0.009475099	0.06606873	0.002683602	0.2171652	0.06371668	0.07901246	0.03428545	0.02321211	0.07752713	0.02314792	0.03551942	0.02500796	0.0973279	0.06427877	0.05462512	0.01359689	0.004101999	0.05623918	0.02292081	0.01785334	0.01056748	0.02429299	0.1026221	0.001570163	0.1821273	0.12804	0.01992214	0.1114031	0.03799286	0.09959299	0.271251	0.186725	0.27206	0.0788772	0.0248834	0.166204	0.02743179	0.205881	0.296524	0.214833	0.282761	0.210874	0.572625	1.04458	2.17192	2.018106
270	-869.1669	-899.8154	30.64847	2.198546	0.03129083	0.009482149	0.09950364	0.004930138	0.05190009	0.02737133	0.01398778	0.03056873	0.0821333	0.004519528	0.129486	0.05211862	0.0973776	0.03262805	0.02972248	0.07608715	0.01397022	0.01991367	0.06935964	0.1093235	0.05601634	0.02679397	0.01863236	0.001415859	0.0788829	0.02111428	0.0390736	0.0350211	0.008046481	0.04757751	0.002095964	0.1812959	0.09311131	0.02649366	0.07652153	0.02064954	0.1169817	0.327514	0.203659	0.122137	0.0860307	0.0647059	0.195953	0.0888763	0.236678	0.253654	0.24697	0.262698	0.315877	0.674592	1.07425	1.93528	1.835398
280	-872.74	-906.2735	33.53355	6.349156	0.07876422	0.03030034	0.1282298	0.02917632	0.02869116	0.01859733	0.01754479	0.05562339	0.04019234	0.001475449	0.1149331	0.0380547	0.1023986	0.03063868	0.01598983	0.0683031	0.006031979	0.01466177	0.07780268	0.03918886	0.0890649	0.05980371	0.0148126	0.001441245	0.03480569	0.01314146	0.0516558	0.02439499	0.002101979	0.03869073	0.0006157036	0.1607113	0.04074649	0.01587119	0.05517888	0.01476141	0.1006844	0.354192	0.110845	0.190008	0.086762	0.046279	0.211914	0.1066872	0.240804	0.258076	0.251275	0.249845	0.550002	0.830476	1.08047	1.53906	1.655081
290	-878.6657	-906.2254	27.55965	5.76552	0.09438979	0.0170517	0.1357415	0.01886663	0.02867875	0.02804466	0.03742872	0.07425926	0.03467757	0.002542208	0.1246797	0.05787699	0.1454395	0.04816105	0.02108551	0.1133995	0.008159596	0.01323371	0.07108589	0.0308636	0.0594364	0.1139091	0.0433903	0.0005808628	0.06139962	0.03100842	0.009682085	0.01638478	0.003918073	0.03991642	0.001029698	0.2049847	0.1194635	0.02649485	0.09326043	0.02400237	0.07392236	0.265617	0.150873	0.224546	0.0859871	0.066741	0.206236	0.1868408	0.248475	0.223275	0.264879	0.263371	0.531068	0.820263	1.08178	1.56689	2.02845
300	-864.2751	-894.9737	30.69862	4.458169	0.0430038	0.01568577	0.1006811	0.01740649	0.01529101	0.006559517	0.03989302	0.0303537	0.04590148	0.007805705	0.1740116	0.06371289	0.09960762	0.0847912	0.02583402	0.0782864	0.008206598	0.0157213	0.06545406	0.04523002	0.04602538	0.04448477	0.01206477	0.001819342	0.06541513	0.02110509	0.01272561	0.01918261	0.002823949	0.05413538	0.00138256	0.1246838	0.1495018	0.01630817	0.1217471	0.01472707	0.1406947	0.307257	0.144047	0.2353	0.082097	0.046373	0.184926	0.1609339	0.223789	0.228364	0.274706	0.273142	0.477888	0.789698	1.08409	1.64832	1.832264
310	-882.4902	-908.178	25.68781	1.615777	0.05612691	0.02761421	0.07244067	0.01925568	0.02149648	0.01704618	0.03678188	0.04843369	0.07317414	0.0113333	0.1285142	0.1473566	0.1016746	0.1204088	0.01533332	0.1263471	0.009756866	0.008344208	0.06141249	0.1265142	0.03134199	0.04614557	0.02911453	0.007800012	0.05024848	0.1006687	0.0221944	0.01261782	0.0007243286	0.04589251	0.0009644647	0.1438686	0.1132164	0.0257024	0.110154	0.06973892	0.1056814	0.335793	0.16935	0.130816	0.0567798	0.104004	0.203256	0.01397489	0.234069	0.255157	0.210486	0.300288	0.242666	0.606758	1.05655	2.09402	2.14544
320	-876.0046	-905.065	29.06032	1.824109	0.03729586	0.01612333	0.09843507	0.01973273	0.02482182	0.01855044	0.04646385	0.05877304	0.05528033	0.01673632	0.1855102	0.07146265	0.0943388	0.06492108	0.01742583	0.05683444	0.002996221	0.01154738	0.0818227	0.06201141	0.09394982	0.03850811	0.01617591	0.02076422	0.1299201	0.04360862	0.03667641	0.007555992	0.0002129023	0.07749337	0.001060295	0.1397231	0.04319655	0.02449276	0.1008293	0.02924018	0.09016677	0.409435	0.12209	0.117639	0.0931925	0.0915547	0.166089	0.01397489	0.226977	0.212593	0.255583	0.304847	0.271334	0.634904	1.06489	2.02887	1.934658
330	-878.8268	-906.2658	27.43902	3.755572	0.03004013	0.03230137	0.1493992	0.02336076	0.05982398	0.01721416	0.009190961	0.02068788	0.05005629	0.004722688	0.115171	0.06486598	0.1235806	0.04196824	0.02353595	0.08517079	0.0008393309	0.03338073	0.08197831	0.06225192	0.05801911	0.07401288	0.01964863	0.0306921	0.1209688	0.08743598	0.04053675	0.02408647	0.000644734	0.07472913	0.001302689	0.1214527	0.1061931	0.0217784	0.1349884	0.01321676	0.07674235	0.391834	0.0762464	0.167997	0.111924	0.068514	0.183484	0.01397489	0.255984	0.21853	0.243934	0.281553	0.440409	0.766309	1.08435	1.70893	2.035989
340	-877.8336	-900.1519	22.31837	1.082794	0.0476714	0.01780476	0.1999859	0.01008045	0.03634656	0.03731367	0.01897721	0.004077361	0.07748277	0.01584153	0.1607971	0.1269864	0.1926416	0.08706308	0.03034767	0.04536624	0.0008259054	0.04043298	0.07461425	0.0332901	0.0781496	0.03683386	0.03822042	0.02400957	0.1559943	0.03204863	0.04655362	0.02754009	0.0007398869	0.05792029	0.001195821	0.1926825	0.150403	0.0689029	0.06910113	0.03893221	0.07885514	0.276175	0.221033	0.200982	0.119463	0.0312929	0.151054	0.009070101	0.228193	0.253609	0.195832	0.322365	0.153171	0.500297	1.01247	2.33406	2.35603
350	-878.7733	-902.2579	23.48459	3.667295	0.02095862	0.02876159	0.07194118	0.005285911	0.01311754	0.0405618	0.05221929	0.01261599	0.07927477	0.02891302	0.1398229	0.09893424	0.1901758	0.1057007	0.01156897	0.04761611	0.001009349	0.07216428	0.06806564	0.04684442	0.07585244	0.05968785	0.0312118	0.04160152	0.1180058	0.03116663	0.06566878	0.03140345	0.0004696465	0.1012328	0.002945307	0.1805048	0.1183165	0.03795795	0.08670476	0.02145714	0.1434018	0.30141	0.168395	0.172105	0.08153	0.06821	0.20835	0.009070101	0.255197	0.282125	0.206376	0.256302	0.435096	0.762856	1.08429	1.71776	2.283141
360	-875.9916	-903.0581	27.06644	3.090472	0.03047773	0.01296397	0.09284725	0.003397718	0.01800828	0.02969044	0.04037613	0.01959087	0.12411	0.02567755	0.1350768	0.1044481	0.07503535	0.1097722	0.05681311	0.06439024	0.001197229	0.03242485	0.1150292	0.02386287	0.02891369	0.03067113	0.01902283	0.02283243	0.03922872	0.05328405	0.01793987	0.02710065	0.0005735523	0.1057967	0.002173596	0.1849349	0.1503144	0.02552195	0.09375077	0.03797356	0.1040532	0.272224	0.0721653	0.237025	0.0643981	0.0541149	0.300073	0.009070101	0.273179	0.278989	0.210407	0.237425	0.396142	0.736417	1.08293	1.78451	2.059276
370	-873.8303	-904.3237	30.49342	2.069103	0.01590075	0.009525315	0.07172	0.003244797	0.02776529	0.04252524	0.03454391	0.0295462	0.08581203	0.02352128	0.1753941	0.09479268	0.08631244	0.07192072	0.02392973	0.04386627	0.001354909	0.01573392	0.09421454	0.03093216	0.03423246	0.05435739	0.02086058	0.04682453	0.08158461	0.08273236	0.01361852	0.03641162	0.0004443261	0.03582962	0.002760567	0.2091024	0.07221973	0.01316866	0.06916906	0.02004963	0.06916678	0.295997	0.170731	0.257724	0.0502393	0.0397632	0.185545	0.009070101	0.274887	0.258826	0.246021	0.220266	0.301386	0.662166	1.07163	1.96482	1.845089
380	-874.556	-906.508	31.95192	1.30163	0.05907472	0.01297456	0.1116333	0.003802702	0.02471559	0.01874158	0.02020036	0.01039614	0.09421122	0.01296084	0.1444249	0.06158668	0.09850381	0.08186933	0.04887584	0.04643003	0.002424851	0.04053563	0.1462255	0.015684	0.03565007	0.06591405	0.008316677	0.01088426	0.08663008	0.03248307	0.004171325	0.02389603	0.001001478	0.05921422	0.003271791	0.1121719	0.09582513	0.009066135	0.05497048	0.004490367	0.09070464	0.340116	0.12152	0.17133	0.0577276	0.0792111	0.230095	0.2174784	0.259127	0.248457	0.236164	0.256252	0.192989	0.551823	1.03629	2.2189	1.753933
390	-870.5936	-904.93	34.33644	2.694766	0.08727193	0.02054621	0.1003336	0.02720599	0.04356033	0.02171432	0.05229068	0.004108208	0.0395177	0.009662734	0.1026422	0.05838711	0.05631314	0.04891802	0.04088316	0.04557843	0.002548371	0.01801084	0.05538948	0.02385575	0.01605423	0.03043163	0.008906137	0.009843861	0.09319769	0.01867674	0.005884084	0.052253	0.002231892	0.07694205	0.003643783	0.09155711	0.06655441	0.01607239	0.1482765	0.01067498	0.09496177	0.313762	0.171945	0.150051	0.104339	0.0622534	0.197649	0.008450916	0.233144	0.251488	0.22509	0.290277	0.364177	0.713093	1.08053	1.8422	1.6049
