Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-824.5925	-844.1823	19.58987	0.01146228	0.07755448	0.3132146	0.06880147	0.1550285	0.02362057	0.04514586	0.1044654	0.1272037	0.02953738	0.03620303	0.02968323	0.04127258	0.02330224	0.09877308	0.01473092	0.02579827	0.09518879	0.07649265	0.06839345	0.01458399	0.05601107	0.0380916	0.03107136	0.01444771	0.002022811	0.0349663	0.07700983	0.224977	0.1762228	0.1172292	0.03420685	0.07324721	0.1788825	0.03832507	0.0395978	0.05370728	0.0411194	0.119337	0.0932697	0.131044	0.274776	0.340454	0.0866869	0.207362	0.292922	0.41303	2.670473
10	-602.7455	-635.867	33.12157	0.004399502	0.04842152	0.2106235	0.0589586	0.08419457	0.09173999	0.04697634	0.06294241	0.0674086	0.01932232	0.03646835	0.04544452	0.07179265	0.02329214	0.05772226	0.02208931	0.05429604	0.1426289	0.04401292	0.02160924	0.01488426	0.02156533	0.01750869	0.04225603	0.003704941	0.007652932	0.02450789	0.0280842	0.1308382	0.03714746	0.02138243	0.02286164	0.07260252	0.07868209	0.01342204	0.0369234	0.03637362	0.101414	0.100936	0.0896766	0.111505	0.18381	0.412658	0.25562	0.311588	0.0870638	0.345728	1.824741
20	-547.9578	-583.4033	35.44556	0.01889203	0.08267561	0.1264491	0.1183059	0.03431726	0.02679843	0.02718341	0.04022008	0.1213712	0.005635814	0.03769057	0.03820815	0.05101796	0.006871378	0.02240065	0.01453735	0.05959573	0.2287919	0.0858708	0.01880546	0.02250526	0.008759137	0.04539216	0.03029967	0.002613706	0.02953025	0.01965137	0.01655603	0.01883182	0.04905901	0.04914047	0.06645473	0.05141699	0.0478996	0.008371185	0.02970263	0.01766956	0.190488	0.0905477	0.120693	0.186278	0.131558	0.280436	0.173391	0.226612	0.173667	0.426331	1.679492
30	-502.6651	-546.0352	43.37012	0.02420905	0.03322381	0.03133232	0.05874723	0.02718955	0.01556923	0.03214129	0.02540199	0.03206817	0.01105266	0.04785607	0.08521249	0.06227521	0.001472956	0.01612122	0.01189973	0.02516254	0.1820619	0.05894213	0.01029942	0.02148269	0.002848488	0.03272808	0.04676985	0.001188021	0.03697147	0.01785726	0.02161308	0.007387407	0.05416907	0.01634084	0.03985057	0.01593719	0.003785668	0.01407631	0.04359346	0.01536858	0.164274	0.114464	0.213368	0.190588	0.134602	0.182704	0.185346	0.242236	0.173992	0.398426	1.184207
40	-498.0654	-539.6583	41.5929	0.01112488	0.02481049	0.01279101	0.06191362	0.02875776	0.006275467	0.08289694	0.04457565	0.02956259	0.09146385	0.04001899	0.03031189	0.07942092	0.003313559	0.01580073	0.03160117	0.0202928	0.1244952	0.0677757	0.005024614	0.01928954	0.005901945	0.09874814	0.04572211	0.001860581	0.02218111	0.01512932	0.005055367	0.01238156	0.03415817	0.05910097	0.0245162	0.01690529	0.01184222	0.008074182	0.09192781	0.01026101	0.198635	0.0686259	0.208019	0.207156	0.187474	0.13009	0.221887	0.289994	0.167618	0.320501	1.295283
50	-502.4216	-541.2296	38.80795	0.01053128	0.06162745	0.01737849	0.1234507	0.03696354	0.01322558	0.08262616	0.05805265	0.02787909	0.07992674	0.05236335	0.02394693	0.03939872	0.007643799	0.01079676	0.01955818	0.04748632	0.07974532	0.1329874	0.01674286	0.04075372	0.007566329	0.106615	0.01528722	0.003021954	0.04045499	0.01089149	0.009316239	0.01535941	0.05361352	0.02002094	0.005132108	0.007435483	0.01826575	0.03813881	0.1265239	0.008614439	0.147492	0.0857887	0.15446	0.172081	0.139204	0.300974	0.229483	0.287163	0.165981	0.317373	1.469343
60	-496.3752	-537.2251	40.8499	0.002784795	0.05042597	0.009467422	0.1681664	0.02568657	0.007311654	0.0276058	0.05542766	0.02633471	0.08829239	0.1115166	0.03983403	0.03219072	0.007284175	0.008388949	0.06071315	0.02191793	0.05866236	0.07825698	0.006932067	0.02789615	0.02002656	0.1564701	0.01014859	0.001400852	0.01744077	0.03598434	0.008309087	0.006235333	0.04643352	0.008870484	0.0187366	0.005317428	0.02574451	0.02703332	0.03087975	0.007592841	0.122706	0.0465214	0.177815	0.256272	0.186384	0.210301	0.233558	0.261551	0.134048	0.370844	1.341721
70	-493.3221	-537.0478	43.72565	0.001307535	0.02066032	0.02260967	0.1131337	0.03273943	0.01369138	0.05751604	0.03971764	0.00806499	0.04606269	0.06639744	0.03402183	0.0141476	0.005017171	0.007628032	0.01416139	0.03929905	0.03099013	0.144542	0.00397922	0.02313791	0.01329479	0.05826712	0.01228412	0.0009200961	0.005814291	0.04961795	0.005392285	0.01277629	0.08839953	0.01116022	0.03020901	0.004846676	0.01182151	0.01287597	0.08993082	0.01555087	0.117358	0.0589611	0.151404	0.314365	0.184138	0.173774	0.229698	0.267287	0.138301	0.364714	1.161987
80	-491.5935	-535.1619	43.56846	0.0008165224	0.02781053	0.03366065	0.08736904	0.02219541	0.01524155	0.03953291	0.05652554	0.01364314	0.01451499	0.121942	0.03370035	0.02266225	0.003251169	0.005705078	0.0255694	0.03301315	0.06959918	0.05951326	0.005455592	0.008614031	0.005379056	0.06107333	0.01511909	0.001079396	0.0150385	0.1325595	0.006543778	0.01097895	0.06101348	0.008830815	0.02943229	0.01339751	0.01185584	0.03865545	0.04082993	0.01968796	0.135686	0.0304588	0.175048	0.177648	0.178988	0.302171	0.30795	0.236743	0.125184	0.330123	1.171811
90	-486.4403	-527.0525	40.6122	0.001425039	0.08286021	0.02531124	0.09736545	0.01419014	0.01781324	0.05323676	0.04902182	0.01307107	0.02882799	0.06050218	0.02465304	0.05162698	0.01129044	0.009816978	0.03184279	0.02683624	0.1227395	0.08612696	0.007070351	0.03136947	0.002585649	0.124193	0.06296064	0.0003280335	0.005214227	0.04168653	0.000963351	0.01387042	0.09789797	0.01046174	0.0361987	0.007545363	0.006298566	0.01922918	0.06829553	0.01185035	0.168227	0.0732682	0.122365	0.214982	0.187417	0.233741	0.257213	0.235698	0.152101	0.354988	1.356577
100	-495.843	-537.5262	41.68317	0.0009263826	0.1015697	0.02975256	0.07868127	0.02390962	0.01089814	0.04837259	0.05167217	0.00468082	0.00894382	0.08814739	0.02797	0.08127029	0.01346334	0.003988386	0.04082362	0.02877068	0.09038766	0.05895244	0.01175281	0.06450379	0.001411689	0.0665543	0.06172507	0.000351156	0.01943757	0.03162106	0.0006227573	0.004905573	0.07796223	0.01922251	0.01642024	0.00165858	0.009367539	0.0218151	0.06637015	0.02075828	0.133011	0.0579693	0.143062	0.26269	0.129992	0.273275	0.226665	0.273304	0.167445	0.332586	1.289641
110	-494.7811	-538.2686	43.48748	0.0009449458	0.05389059	0.03790898	0.1190807	0.01722763	0.02360007	0.0471362	0.02346526	0.008811591	0.007987515	0.02674599	0.01027752	0.06418208	0.02825265	0.005098808	0.05607306	0.0487062	0.08501766	0.1330227	0.03152671	0.04559593	0.0007903474	0.05551163	0.01052206	0.0006633471	0.02307987	0.02008982	0.001944619	0.002676248	0.07377886	0.02594314	0.01483215	0.002203702	0.01374944	0.01790652	0.02079301	0.01783459	0.146735	0.0578151	0.23205	0.167858	0.186223	0.20932	0.213356	0.257257	0.186865	0.342522	1.176872
120	-488.7162	-532.5336	43.81739	0.00217995	0.03971245	0.02228421	0.08762176	0.03386301	0.0258933	0.03962133	0.0316197	0.00894749	0.002715009	0.0337721	0.01465957	0.03766279	0.03345369	0.00510302	0.06398796	0.03498387	0.07896215	0.06062149	0.01365635	0.01593991	0.002181467	0.1027502	0.0237924	0.001900301	0.01418492	0.0438396	0.002309097	0.002883251	0.1168879	0.0120204	0.005776859	0.0005206604	0.009269949	0.06821278	0.04258588	0.01987614	0.210323	0.095413	0.159207	0.117779	0.196456	0.220822	0.217919	0.278345	0.190862	0.312874	1.156253
130	-496.407	-539.0866	42.67965	0.01237129	0.01661402	0.0152538	0.04454847	0.0701482	0.01004061	0.04975461	0.05654144	0.01185293	0.00935912	0.05082054	0.02206963	0.06360681	0.01836571	0.03006733	0.03963186	0.07141379	0.08606628	0.07705795	0.01048365	0.03386642	0.00524593	0.1243833	0.009343466	0.0005258509	0.003849127	0.03658355	0.003772577	0.001632387	0.07837277	0.000866632	0.0035231	0.005027583	0.01436237	0.05473583	0.05123128	0.0339715	0.115859	0.131581	0.201768	0.139672	0.131265	0.279854	0.206814	0.264161	0.181135	0.347889	1.227362
140	-498.8286	-539.4375	40.60895	0.01424496	0.05503282	0.01729161	0.08154119	0.02918788	0.008209613	0.02556787	0.03957717	0.0355736	0.01153869	0.02713565	0.01352035	0.06574063	0.01293848	0.009900846	0.0233435	0.02292459	0.1268031	0.06868966	0.005048195	0.02263862	0.01275983	0.2304875	0.007513076	0.0002144855	0.004356216	0.05683556	0.002294772	0.001844617	0.08020528	0.001882671	0.004232027	0.005700367	0.0124372	0.02888027	0.1518237	0.03886343	0.0958548	0.0383326	0.207163	0.280966	0.160419	0.217265	0.261655	0.305327	0.101482	0.331536	1.35678
150	-490.0264	-534.5275	44.50109	0.01376259	0.06002485	0.01392323	0.09991343	0.02685266	0.01129449	0.05768414	0.04194812	0.004673962	0.006610348	0.02069296	0.01599681	0.0426288	0.01622879	0.004213442	0.014231	0.03334738	0.1227246	0.04506871	0.002956587	0.02283414	0.02562231	0.04752367	0.003398223	0.0002512909	0.005232298	0.08260737	0.004461247	0.004050409	0.08321066	0.001266294	0.01154445	0.0009611127	0.004996125	0.06753541	0.05589891	0.03735071	0.193312	0.0570306	0.150918	0.125599	0.220759	0.252381	0.185465	0.257829	0.187923	0.368783	1.113522
160	-484.559	-528.8776	44.31863	0.005952261	0.1078966	0.01366277	0.08383311	0.01281261	0.01140842	0.03740956	0.04319892	0.01789129	0.01699258	0.02380275	0.02468231	0.03779176	0.01421636	0.00461152	0.05075874	0.04012226	0.09929895	0.08905802	0.007228851	0.01821189	0.01525964	0.0630725	0.005818434	9.658402e-05	0.005791411	0.02940279	0.01316725	0.004927197	0.04923492	0.002378024	0.010769	0.001130961	0.01356072	0.01645626	0.1168075	0.01621018	0.161835	0.221607	0.190642	0.158658	0.144536	0.122722	0.196106	0.255023	0.158929	0.389941	1.124925
170	-482.3038	-528.0613	45.75756	0.01174575	0.08252756	0.01236145	0.04537214	0.02392552	0.01050985	0.0461342	0.03896871	0.01607117	0.01492141	0.05385143	0.003464244	0.0257104	0.005353589	0.01899609	0.02699111	0.03115837	0.05568269	0.08721672	0.01008417	0.007201982	0.0298689	0.05811161	0.007049006	0.0003587735	0.02289803	0.02992337	0.01586779	0.02405129	0.05462536	0.001288327	0.0189549	0.000926416	0.00442276	0.03431993	0.08499961	0.01907743	0.136496	0.113222	0.196471	0.12568	0.244479	0.183652	0.283999	0.239274	0.208693	0.268033	1.034992
180	-488.2769	-532.6413	44.36443	0.008733767	0.03142238	0.01049693	0.07401231	0.006138782	0.005902306	0.04491016	0.05783739	0.01013894	0.01877671	0.03855073	0.0068205	0.04200325	0.01318005	0.01000119	0.04587248	0.01084108	0.06873238	0.09131347	0.01103024	0.01131928	0.05366548	0.0628415	0.01405796	0.0002957049	0.008124029	0.07136008	0.009472004	0.02030484	0.07796173	0.001842887	0.01140278	0.001020217	0.0127541	0.03158737	0.09028482	0.03705306	0.219344	0.0663955	0.120955	0.138965	0.177254	0.277085	0.213088	0.291125	0.177561	0.318226	1.122063
190	-489.4108	-530.0357	40.62494	0.01105538	0.03597146	0.008069951	0.1121512	0.01174545	0.006138955	0.05739637	0.04565617	0.04150845	0.01164208	0.05032681	0.007614328	0.03491727	0.007557076	0.004671214	0.06221962	0.02229895	0.09026366	0.131509	0.009469772	0.01646151	0.01382201	0.1533498	0.01445489	0.0003946636	0.00538644	0.06780364	0.01084745	0.009451494	0.1246844	0.004199416	0.006511399	0.001877463	0.01663792	0.022865	0.08901057	0.03583968	0.139762	0.044659	0.135413	0.321967	0.195063	0.163136	0.239665	0.281293	0.171564	0.307478	1.355781
